subject_id	Gene_ID	exprLevel_log	Protein_ID	transcript_ID
Potri.004G013700.3	WUAT02018248.1	6.011221879	196517	196517
Potri.004G018800.1	WUAT02021529.1	8.15374938	196672	196672
Potri.004G022500.1	WUAT02007624.1	10.3305637	196766	196766
Potri.004G030500.4	WUAT02000797.1	10.10378573	197021	197021
Potri.004G033100.1	WUAT02016427.1	10.77980014	197101	197101
Potri.004G035400.1	WUAT02009541.1	10.10859035	197160	197160
Potri.004G065400.1	WUAT02005711.1	9.054734034	197404	197404
Potri.004G061800.1	WUAT02018955.1	9.816201307	197539	197539
Potri.004G053400.2	WUAT02020939.1	10.09755564	197763	197763
Potri.004G052300.1	WUAT02000771.1	10.72836148	197801	197801
Potri.004G083300.2	WUAT02018589.1	7.575666879	198631	198631
Potri.004G074000.1	WUAT02004272.1	7.596579735	198892	198892
Potri.004G108200.2	WUAT02013902.1	9.559845602	199158	199158
Potri.004G129200.1	WUAT02002701.1	9.965577037	199267	199267
Potri.009G158800.1	WUAT02005838.1	10.27211217	199969	199969
Potri.009G152500.1	WUAT02013011.1	9.747435342	200140	200140
Potri.009G144800.1	WUAT02003628.1	10.70903633	200345	200345
Potri.009G126500.1	WUAT02001007.1	7.912932367	201012	201012
Potri.009G103000.1	WUAT02012853.1	9.694445227	201674	201674
Potri.009G096600.1	WUAT02019367.1	11.31857536	201872	201872
Potri.009G090300.2	WUAT02001715.1	8.19273929	202043	202043
Potri.009G090300.2	WUAT02011097.1	8.44117782	202043	202043
Potri.009G085100.2	WUAT02010279.1	11.7767996	202156	202156
Potri.009G085100.2	WUAT02023057.1	12.84246933	202156	202156
Potri.009G084500.3	WUAT02002000.1	4.834091701	202176	202176
Potri.009G084500.3	WUAT02003543.1	8.727773275	202176	202176
Potri.009G084500.3	WUAT02005963.1	5.726942316	202176	202176
Potri.009G084500.3	WUAT02013442.1	6.70827849	202176	202176
Potri.009G084500.3	WUAT02015206.1	8.118600029	202176	202176
Potri.009G084500.3	WUAT02016291.1	9.891138348	202176	202176
Potri.009G082300.1	WUAT02018618.1	9.579911397	202262	202262
Potri.009G066000.1	WUAT02015133.1	8.510608512	202718	202718
Potri.009G058100.1	WUAT02020580.1	8.836079576	202916	202916
Potri.009G058100.1	WUAT02022583.1	8.830752948	202916	202916
Potri.009G057800.2	WUAT02017439.1	7.045849877	202931	202931
Potri.009G057800.2	WUAT02018281.1	6.390579685	202931	202931
Potri.009G057800.2	WUAT02022344.1	9.851918102	202931	202931
Potri.009G057500.1	WUAT02001337.1	8.003286608	202947	202947
Potri.009G057500.1	WUAT02019886.1	6.071229924	202947	202947
Potri.009G054300.1	WUAT02009603.1	9.533386128	203051	203051
Potri.009G049400.3	WUAT02021711.1	8.812039004	203198	203198
Potri.009G040700.2	WUAT02012085.1	7.880141486	203486	203486
Potri.009G021200.1	WUAT02021190.1	10.68552042	204062	204062
Potri.009G016900.1	WUAT02023084.1	10.54609172	204190	204190
Potri.009G014500.5	WUAT02008259.1	10.4290129	204283	204283
Potri.009G014500.5	WUAT02016479.1	5.675546513	204283	204283
Potri.009G012400.2	WUAT02004253.1	7.482699889	204338	204338
Potri.009G012400.2	WUAT02012030.1	6.180528599	204338	204338
Potri.009G012400.2	WUAT02012142.1	8.816378133	204338	204338
Potri.009G012400.2	WUAT02014177.1	9.650443142	204338	204338
Potri.009G012400.2	WUAT02020060.1	6.413189047	204338	204338
Potri.005G191300.1	WUAT02008845.1	10.06765665	204887	204887
Potri.005G195600.1	WUAT02001898.1	7.67792509	205001	205001
Potri.005G198000.1	WUAT02023243.1	7.041911333	205073	205073
Potri.005G203500.2	WUAT02001454.1	9.015712636	205261	205261
Potri.005G203500.2	WUAT02018162.1	8.5093186	205261	205261
Potri.005G203500.2	WUAT02021754.1	9.174254031	205261	205261
Potri.005G205500.1	WUAT02020917.1	9.570540002	205323	205323
Potri.005G210000.1	WUAT02000203.1	9.396982107	205458	205458
Potri.005G210000.1	WUAT02004784.1	9.661525509	205458	205458
Potri.005G210000.1	WUAT02021152.1	9.197535265	205458	205458
Potri.005G212700.1	WUAT02000597.1	6.709669586	205524	205524
Potri.005G212700.1	WUAT02010473.1	7.999345567	205524	205524
Potri.005G212700.1	WUAT02012859.1	5.255482294	205524	205524
Potri.005G228000.1	WUAT02015936.1	8.195485637	205966	205966
Potri.005G247900.4	WUAT02020136.1	9.427138148	206604	206604
Potri.005G249200.1	WUAT02012183.1	10.48342256	206625	206625
Potri.005G249200.1	WUAT02020649.1	4.121755188	206625	206625
Potri.005G249800.4	WUAT02003781.1	11.36567138	206647	206647
Potri.005G254300.1	WUAT02019946.1	5.431768105	206779	206779
Potri.005G254300.1	WUAT02021638.1	3.176381022	206779	206779
Potri.005G065800.3	WUAT02012962.1	7.900706241	207140	207140
Potri.005G067100.1	WUAT02016846.1	3.685492479	207165	207165
Potri.005G072200.4	WUAT02020129.1	9.278066035	207302	207302
Potri.005G075700.2	WUAT02014360.1	9.139851685	207428	207428
Potri.005G090700.1	WUAT02020556.1	10.25876721	207871	207871
Potri.005G091800.1	WUAT02008456.1	8.488640706	207901	207901
Potri.005G140700.4	WUAT02000394.1	10.12480973	208660	208660
Potri.005G141400.1	WUAT02001777.1	10.31574762	208696	208696
Potri.005G180600.1	WUAT02005830.1	8.57065002	209993	209993
Potri.007G145800.1	WUAT02006366.1	8.473443639	216029	216029
Potri.007G139900.1	WUAT02022366.1	9.261854946	216205	216205
Potri.007G132000.1	WUAT02020738.1	9.16165348	216407	216407
Potri.007G075500.1	WUAT02000092.1	10.71758135	218032	218032
Potri.007G041000.1	WUAT02003310.1	5.536012667	218739	218739
Potri.007G041000.1	WUAT02016675.1	3.423207453	218739	218739
Potri.007G032800.1	WUAT02004852.1	6.253086566	218980	218980
Potri.007G032800.1	WUAT02005621.1	10.43208569	218980	218980
Potri.007G026800.1	WUAT02015759.1	11.22433372	219165	219165
Potri.007G024500.1	WUAT02003045.1	7.437585564	219245	219245
Potri.007G023300.1	WUAT02000866.1	1.807613013	219290	219290
Potri.007G013900.1	WUAT02022265.1	9.728983868	219594	219594
Potri.007G011000.2	WUAT02021600.1	7.423399357	219697	219697
Potri.007G010700.1	WUAT02018734.1	9.985090877	219713	219713
Potri.010G131400.2	WUAT02015690.1	9.109745575	225695	225695
Potri.010G136900.1	WUAT02016110.1	7.073593586	225793	225793
Potri.010G157400.1	WUAT02013415.1	9.670376975	226120	226120
Potri.010G158400.1	WUAT02005149.1	7.870812257	226133	226133
Potri.010G158700.8	WUAT02016967.1	7.973144819	226137	226137
Potri.010G159100.1	WUAT02019218.1	9.369227282	226144	226144
Potri.010G159900.1	WUAT02009393.1	8.820800082	226169	226169
Potri.010G160700.3	WUAT02010393.1	9.011944242	226191	226191
Potri.010G164700.2	WUAT02013186.1	10.14778421	226326	226326
Potri.010G192400.1	WUAT02005680.1	10.75050142	227151	227151
Potri.010G202000.1	WUAT02014427.1	9.172528784	227426	227426
Potri.010G208400.1	WUAT02010590.1	8.94402086	227588	227588
Potri.010G224800.1	WUAT02021457.1	9.821268145	228037	228037
Potri.010G225200.1	WUAT02017183.1	7.90394838	228054	228054
Potri.010G241200.1	WUAT02008391.1	8.323609167	228682	228682
Potri.010G240600.1	WUAT02017083.1	13.10982289	228699	228699
Potri.010G014500.1	WUAT02018312.1	6.59570599	229315	229315
Potri.010G019000.2	WUAT02001494.1	10.62405438	229748	229748
Potri.010G019000.2	WUAT02004886.1	2.455094454	229748	229748
Potri.010G065000.2	WUAT02020025.1	9.065804057	229938	229938
Potri.010G054300.10	WUAT02009587.1	10.40754783	230282	230282
Potri.010G054300.10	WUAT02012957.1	9.92975538	230282	230282
Potri.010G044900.3	WUAT02020361.1	9.914215318	230558	230558
Potri.010G039900.1	WUAT02005857.1	9.679583198	230718	230718
Potri.010G073100.1	WUAT02008494.1	4.306646898	230793	230793
Potri.010G073300.2	WUAT02011723.1	10.23552726	230810	230810
Potri.010G088900.1	WUAT02000349.1	8.259879229	231234	231234
Potri.010G093900.2	WUAT02005257.1	10.78256748	231398	231398
Potri.010G100500.1	WUAT02022995.1	10.36401877	231561	231561
Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	231624
Potri.010G109400.1	WUAT02017960.1	11.16085563	231807	231807
Potri.010G113700.2	WUAT02017339.1	11.67916091	231905	231905
Potri.010G115000.3	WUAT02001311.1	8.561450133	231955	231955
Potri.010G115000.3	WUAT02011305.1	9.783429743	231955	231955
Potri.011G137700.1	WUAT02011499.1	8.858914823	232529	232529
Potri.011G009600.2	WUAT02012347.1	7.176420657	233464	233464
Potri.011G015900.1	WUAT02016611.1	11.45212407	233664	233664
Potri.011G022300.2	WUAT02001320.1	10.45968258	233710	233710
Potri.011G046600.1	WUAT02014827.1	5.280191849	234033	234033
Potri.011G046600.1	WUAT02014917.1	8.435236392	234033	234033
Potri.011G065700.1	WUAT02019566.1	9.769386499	235349	235349
Potri.011G107400.2	WUAT02004104.1	8.236107034	235497	235497
Potri.013G007800.5	WUAT02013790.1	7.847315034	240352	240352
Potri.013G007800.5	WUAT02019383.1	10.7436438	240352	240352
Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	240367
Potri.013G022700.2	WUAT02009519.1	7.552683176	240760	240760
Potri.013G025100.1	WUAT02021845.1	9.095921013	240822	240822
Potri.013G027600.2	WUAT02010531.1	11.61981522	240889	240889
Potri.013G027600.2	WUAT02015508.1	10.24233582	240889	240889
Potri.013G035100.1	WUAT02009099.1	9.275559697	241081	241081
Potri.013G035100.1	WUAT02023002.1	9.288641412	241081	241081
Potri.013G042300.1	WUAT02007659.1	8.622120686	241315	241315
Potri.013G048300.1	WUAT02003026.1	10.53027459	241481	241481
Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	241552
Potri.013G067400.1	WUAT02010552.1	7.585481951	242013	242013
Potri.013G134800.1	WUAT02004713.1	8.605693826	243107	243107
Potri.014G066600.1	WUAT02000907.1	7.278584486	243945	243945
Potri.014G067400.3	WUAT02017894.1	10.54586596	243981	243981
Potri.014G072800.3	WUAT02003822.1	8.620913715	244140	244140
Potri.014G080900.1	WUAT02001312.1	8.457072654	244404	244404
Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	244565
Potri.014G087900.1	WUAT02015517.1	11.0213388	244627	244627
Potri.014G096700.1	WUAT02004586.1	10.56615528	244897	244897
Potri.014G125100.1	WUAT02001388.1	8.522595348	245675	245675
Potri.014G128400.1	WUAT02007987.1	8.042494777	245777	245777
Potri.014G128600.1	WUAT02017893.1	10.53188907	245784	245784
Potri.014G143100.2	WUAT02008420.1	7.968951441	246260	246260
Potri.014G146300.1	WUAT02007768.1	10.9237978	246366	246366
Potri.014G154900.1	WUAT02010441.1	9.997173246	246635	246635
Potri.014G160000.1	WUAT02012025.1	10.60540775	246818	246818
Potri.014G161100.1	WUAT02005284.1	8.465813379	246865	246865
Potri.014G161100.1	WUAT02021534.1	7.245171652	246865	246865
Potri.014G165400.1	WUAT02017311.1	10.28709374	247000	247000
Potri.014G180200.9	WUAT02011604.1	6.726466251	247435	247435
Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	249093
Potri.019G072800.1	WUAT02019639.1	9.927939549	249389	249389
Potri.019G072800.1	WUAT02022843.1	8.163655529	249389	249389
Potri.019G083000.1	WUAT02010762.1	9.956603654	249674	249674
Potri.019G087700.1	WUAT02010814.1	10.38965868	249816	249816
Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	250259
Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	250259
Potri.015G012400.3	WUAT02013836.1	10.86644178	250925	250925
Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	251530
Potri.015G066000.4	WUAT02009771.1	7.013256011	251766	251766
Potri.015G067400.1	WUAT02009667.1	9.541718154	251814	251814
Potri.015G089300.1	WUAT02020396.1	10.6559847	252493	252493
Potri.015G089300.1	WUAT02021471.1	6.432596673	252493	252493
Potri.015G090100.1	WUAT02014958.1	8.781640095	252514	252514
Potri.015G092900.1	WUAT02009663.1	11.26003048	252605	252605
Potri.015G103300.1	WUAT02001415.1	10.33646121	252901	252901
Potri.015G127400.1	WUAT02002012.1	6.98461185	253429	253429
Potri.016G139200.1	WUAT02021446.1	8.760247408	254490	254490
Potri.016G139900.2	WUAT02023061.1	10.8845322	254515	254515
Potri.016G144100.3	WUAT02010469.1	8.780730822	254628	254628
Potri.016G144100.3	WUAT02014398.1	9.899940287	254628	254628
Potri.016G007300.2	WUAT02004708.1	10.22355225	254691	254691
Potri.016G036300.1	WUAT02007670.1	8.208052609	255343	255343
Potri.016G041200.1	WUAT02019814.1	9.421522596	255463	255463
Potri.016G042100.1	WUAT02017804.1	10.32941111	255482	255482
Potri.016G053500.1	WUAT02010567.1	9.277613968	255763	255763
Potri.016G081300.1	WUAT02012890.1	10.64257734	256636	256636
Potri.016G084100.1	WUAT02014180.1	11.46679025	256705	256705
Potri.016G088800.2	WUAT02017749.1	10.51920882	256860	256860
Potri.016G097400.1	WUAT02017857.1	9.198587085	257162	257162
Potri.017G056800.1	WUAT02017195.1	8.455733968	258544	258544
Potri.017G070800.1	WUAT02002462.1	7.94410996	258646	258646
Potri.017G074400.1	WUAT02017241.1	10.36382847	258782	258782
Potri.017G084100.1	WUAT02005446.1	10.16049835	259135	259135
Potri.018G123200.1	WUAT02008226.1	9.611903961	259480	259480
Potri.018G131400.1	WUAT02006089.1	7.664863815	259680	259680
Potri.018G141100.2	WUAT02018396.1	10.15403012	259890	259890
Potri.018G040200.2	WUAT02010997.1	8.105609291	260712	260712
Potri.018G032900.1	WUAT02009379.1	9.321566302	260908	260908
Potri.018G032900.1	WUAT02012538.1	9.662103207	260908	260908
Potri.018G032900.1	WUAT02013396.1	2.818284973	260908	260908
Potri.018G032900.1	WUAT02019204.1	5.196854466	260908	260908
Potri.018G020600.1	WUAT02022312.1	8.821425001	261294	261294
Potri.018G013200.2	WUAT02001825.1	7.968385253	261541	261541
Potri.018G013200.2	WUAT02019794.1	8.388094015	261541	261541
Potri.018G079800.1	WUAT02002017.1	8.955724405	261837	261837
Potri.018G088000.1	WUAT02002782.1	11.45969856	262082	262082
Potri.018G095100.2	WUAT02006284.1	8.77301419	262309	262309
Potri.018G098500.1	WUAT02011310.1	9.514430017	262463	262463
Potri.018G098500.1	WUAT02011328.1	6.74134792	262463	262463
Potri.018G103300.1	WUAT02021147.1	10.13557774	262582	262582
Potri.015G033600.1	WUAT02015182.1	4.683385231	265842	265842
Potri.001G118800.1	WUAT02021999.1	7.70485603	267108	267108
Potri.004G145800.1	WUAT02018533.1	10.31799836	267742	267742
Potri.005G006800.1	WUAT02023212.1	7.872381369	268194	268194
Potri.005G024100.1	WUAT02010846.1	10.75366978	268666	268666
Potri.005G022700.1	WUAT02011467.1	9.072523152	268699	268699
Potri.005G017600.1	WUAT02007233.1	8.331615283	268780	268780
Potri.005G017600.1	WUAT02016563.1	4.507848103	268780	268780
Potri.005G017600.1	WUAT02022959.1	6.411528214	268780	268780
Potri.001G412700.1	WUAT02010483.1	8.400892984	268925	268925
Potri.001G412800.1	WUAT02019648.1	9.946123846	268930	268930
Potri.001G405500.1	WUAT02009829.1	10.42857314	269098	269098
Potri.004G137100.2	WUAT02005322.1	3.780650706	269210	269210
Potri.004G137100.2	WUAT02011108.1	8.120774667	269210	269210
Potri.004G137100.2	WUAT02012255.1	11.50086575	269210	269210
Potri.004G137100.2	WUAT02013707.1	1.035962868	269210	269210
Potri.016G002700.2	WUAT02011404.1	9.599604364	269600	269600
Potri.016G000200.1	WUAT02006614.1	9.405047747	269653	269653
Potri.016G000200.1	WUAT02008304.1	8.151753604	269653	269653
Potri.011G166400.1	WUAT02009634.1	9.914523884	270075	270075
Potri.011G161500.1	WUAT02023065.1	9.113483092	270279	270279
Potri.018G068200.2	WUAT02008988.1	9.855526498	271079	271079
Potri.018G068200.2	WUAT02010812.1	0.432236448	271079	271079
Potri.018G068200.2	WUAT02021488.1	6.068804324	271079	271079
Potri.001G392700.1	WUAT02021965.1	9.586004619	271292	271292
Potri.006G277100.1	WUAT02004088.1	8.622297886	271584	271584
Potri.004G215400.1	WUAT02018104.1	10.20103879	274002	274002
Potri.004G218200.4	WUAT02003106.1	12.02661937	274070	274070
Potri.004G219300.2	WUAT02010061.1	8.599989598	274109	274109
Potri.001G387500.4	WUAT02013231.1	9.064835368	275875	275875
Potri.001G387500.4	WUAT02017988.1	9.476261827	275875	275875
Potri.017G155300.1	WUAT02023199.1	9.333197792	276505	276505
Potri.015G023500.2	WUAT02006942.1	10.07237364	277498	277498
Potri.004G054400.2	WUAT02018124.1	2.912500144	277936	277936
Potri.001G438900.1	WUAT02019099.1	9.175950419	278008	278008
Potri.005G150800.1	WUAT02003723.1	10.67267779	279914	279914
Potri.010G205700.1	WUAT02012504.1	9.894044704	280896	280896
Potri.010G205700.1	WUAT02012745.1	9.967176221	280896	280896
Potri.006G143300.1	WUAT02008266.1	9.947770809	281458	281458
Potri.006G142400.2	WUAT02018920.1	9.358605763	281489	281489
Potri.006G127500.1	WUAT02001765.1	9.417547983	282057	282057
Potri.006G123900.1	WUAT02018919.1	10.68152009	282159	282159
Potri.006G118800.1	WUAT02000038.1	5.324485911	282336	282336
Potri.006G117800.2	WUAT02016137.1	9.249055459	282386	282386
Potri.006G113600.1	WUAT02003429.1	9.170204881	282541	282541
Potri.014G027100.1	WUAT02014947.1	6.518067187	287051	287051
Potri.014G026100.1	WUAT02016485.1	9.631189453	287082	287082
Potri.014G024700.3	WUAT02017830.1	8.544907156	287123	287123
Potri.013G112500.6	WUAT02021751.1	8.535269826	287767	287767
Potri.013G099500.1	WUAT02021144.1	4.047963709	288174	288174
Potri.017G041800.5	WUAT02000023.1	8.550727986	292354	292354
Potri.017G041500.1	WUAT02003403.1	8.972675777	292365	292365
Potri.004G193700.1	WUAT02016466.1	6.869133935	293607	293607
Potri.004G199100.1	WUAT02018459.1	8.790197063	293726	293726
Potri.004G233400.2	WUAT02009502.1	5.051731727	297441	297441
Potri.017G057900.1	WUAT02002571.1	8.056442902	297914	297914
Potri.017G057900.1	WUAT02002700.1	8.61840248	297914	297914
Potri.001G200000.5	WUAT02019743.1	5.289016795	298916	298916
Potri.001G199600.5	WUAT02009141.1	9.812833726	298924	298924
Potri.001G199200.1	WUAT02003606.1	10.44392012	298944	298944
Potri.002G245700.2	WUAT02008245.1	9.484233923	408845	419546
Potri.002G247800.1	WUAT02002010.1	8.412249808	408865	419566
Potri.002G258900.1	WUAT02012430.1	8.623979175	409015	419716
Potri.002G238600.2	WUAT02002476.1	10.93309058	409044	419745
Potri.002G254700.1	WUAT02001275.1	10.8082598	409312	420013
Potri.002G165500.1	WUAT02004168.1	10.72577123	409585	420286
Potri.002G166800.1	WUAT02018340.1	9.684934186	409886	420587
Potri.002G122700.1	WUAT02010176.1	8.968791904	410139	420840
Potri.017G126300.1	WUAT02003619.1	9.913667991	411030	421731
Potri.002G106400.1	WUAT02000084.1	10.11671957	411084	421785
Potri.002G226000.3	WUAT02005927.1	9.855364385	411536	422237
Potri.002G064000.1	WUAT02017263.1	9.816390897	411711	422412
Potri.002G145200.1	WUAT02003313.1	9.311591654	411828	422529
Potri.002G145200.1	WUAT02006633.1	9.617547674	411828	422529
Potri.002G193700.1	WUAT02000550.1	10.51329453	412679	423380
Potri.002G117200.1	WUAT02006944.1	9.457552957	412805	423506
Potri.003G146000.1	WUAT02005122.1	11.0182738	413197	423898
Potri.003G125400.1	WUAT02015395.1	11.17191291	413486	424187
Potri.003G183000.1	WUAT02000248.1	8.070806556	413558	424259
Potri.003G169000.1	WUAT02016601.1	9.037235764	413695	424396
Potri.003G063100.1	WUAT02002812.1	8.849296002	413708	424409
Potri.003G142100.1	WUAT02001428.1	8.3900436	414037	424738
Potri.003G142100.1	WUAT02007179.1	11.04357929	414037	424738
Potri.003G108500.1	WUAT02004471.1	2.93650136	414059	424760
Potri.003G108500.1	WUAT02006022.1	9.430552838	414059	424760
Potri.003G018800.1	WUAT02000344.1	10.05786184	414107	424808
Potri.003G022600.1	WUAT02022041.1	8.361921608	414116	424817
Potri.003G111600.3	WUAT02010443.1	8.985011279	414255	424956
Potri.003G094800.1	WUAT02008178.1	6.257520793	414285	424986
Potri.003G015400.2	WUAT02015160.1	7.458247416	414658	425359
Potri.003G015400.2	WUAT02015575.1	6.705124332	414658	425359
Potri.003G043500.1	WUAT02008879.1	10.82978614	415199	425900
Potri.007G058500.1	WUAT02006644.1	8.039656051	415496	426197
Potri.007G058500.1	WUAT02012209.1	6.803570296	415496	426197
Potri.007G058500.1	WUAT02022550.1	8.221946011	415496	426197
Potri.006G246700.1	WUAT02001135.1	9.888794383	415653	426354
Potri.006G259600.3	WUAT02000054.1	7.436069405	415786	426487
Potri.006G259600.3	WUAT02005082.1	6.180005096	415786	426487
Potri.006G259600.3	WUAT02014832.1	7.388485807	415786	426487
Potri.006G225500.2	WUAT02011760.1	8.619603624	415993	426694
Potri.006G225500.2	WUAT02013672.1	10.75676605	415993	426694
Potri.006G195300.1	WUAT02023149.1	12.85419616	416253	426954
Potri.006G153900.1	WUAT02008011.1	10.60958384	416299	427000
Potri.006G152500.1	WUAT02004006.1	9.612242141	416604	427305
Potri.006G088000.2	WUAT02006550.1	7.553506831	416625	427326
Potri.006G100100.1	WUAT02003484.1	9.354014832	416768	427469
Potri.006G049700.1	WUAT02009450.1	8.48948008	416870	427571
Potri.006G003100.3	WUAT02023104.1	10.71028978	417268	427969
Potri.006G199400.1	WUAT02000389.1	8.400602516	417449	428150
Potri.006G199400.1	WUAT02008366.1	8.492357793	417449	428150
Potri.006G199400.1	WUAT02017916.1	10.51247678	417449	428150
Potri.006G204500.1	WUAT02018211.1	8.382468174	417859	428560
Potri.006G026100.2	WUAT02015680.1	7.61091965	417972	428673
Potri.006G033500.1	WUAT02014405.1	8.440228936	418161	428862
Potri.008G202100.1	WUAT02015073.1	10.78431744	418869	429570
Potri.008G201500.1	WUAT02004853.1	5.664609964	418899	429600
Potri.008G201500.1	WUAT02016496.1	2.640428064	418899	429600
Potri.008G183600.3	WUAT02011771.1	1.564755373	418941	429642
Potri.008G153000.2	WUAT02017290.1	12.60568275	419249	429950
Potri.008G094200.4	WUAT02003131.1	3.109069591	419285	429986
Potri.008G085000.1	WUAT02000662.1	6.71866989	419495	430196
Potri.008G037700.1	WUAT02004831.1	9.566593374	419638	430339
Potri.008G031200.4	WUAT02019229.1	9.595666989	420069	430770
Potri.008G177900.3	WUAT02007192.1	9.059628004	420355	431056
Potri.008G177900.3	WUAT02013014.1	-0.247927372	420355	431056
Potri.008G135800.3	WUAT02019133.1	7.385936238	420372	431073
Potri.008G105200.5	WUAT02005860.1	10.8116488	420413	431114
Potri.008G179500.2	WUAT02017205.1	7.848990971	420503	431204
Potri.008G145600.1	WUAT02010459.1	9.071949548	420678	431379
Potri.008G118900.2	WUAT02013586.1	6.506435175	421146	431847
Potri.008G108100.1	WUAT02005946.1	9.805152628	421161	431862
Potri.012G060200.1	WUAT02020076.1	8.516856072	421552	432253
Potri.012G013900.2	WUAT02014477.1	9.350939249	421736	432437
Potri.012G073700.1	WUAT02017795.1	9.714281687	421912	432613
Potri.012G088100.1	WUAT02001267.1	6.672019269	422272	432973
Potri.012G088100.1	WUAT02005266.1	10.38583657	422272	432973
Potri.012G036300.1	WUAT02013314.1	8.08543569	422437	433138
Potri.012G036300.1	WUAT02017316.1	10.35012486	422437	433138
Potri.012G106500.1	WUAT02011373.1	6.368400947	422858	433559
Potri.012G106500.1	WUAT02015825.1	2.144111162	422858	433559
Potri.012G069700.2	WUAT02008454.1	9.854088333	422974	433675
Potri.012G069700.2	WUAT02013145.1	7.600143623	422974	433675
Potri.012G108000.1	WUAT02021224.1	1.382644416	423284	433985
Potri.012G075500.2	WUAT02012967.1	9.862126851	423384	434085
Potri.012G053600.1	WUAT02021480.1	8.236519463	423407	434108
Potri.001G126100.1	WUAT02004978.1	10.65311195	423764	434465
Potri.005G106000.1	WUAT02009952.1	7.489632034	424130	434831
Potri.005G124400.1	WUAT02020391.1	6.243422082	424262	434963
