Gene_ID	Level	logFC	protein_ID	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type	transcript_ID
gene_3341	79.3795290224971	-2.58889245403241	1981912	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	Carbazole degradation	Biodegradation of Xenobiotics	METABOLIC	1982166
gene_3341	79.3795290224971	-2.58889245403241	1981912	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	1,4-Dichlorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1982166
gene_3416	65.4049872968346	-2.19125767633685	1981988	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC	1982242
gene_3416	65.4049872968346	-2.19125767633685	1981988	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC	1982242
gene_3416	65.4049872968346	-2.19125767633685	1981988	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC	1982242
gene_3416	65.4049872968346	-2.19125767633685	1981988	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC	1982242
gene_3416	65.4049872968346	-2.19125767633685	1981988	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	1982242
gene_3427	44.9793528259632	-3.31260726675967	1981998	1.1.1.23	Histidinol dehydrogenase.	L-histidinol + 2 NAD(+) + H(2)O = L-histidine + 2 NADH.	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC	1982252
gene_3445	2.78373070850831	-2.32906990869349	1982016	4.1.99.3	Deoxyribodipyrimidine photolyase.	Cyclobutadipyrimidine (in DNA) = 2 pyrimidine residues (in DNA).	Reduced flavin; Pterin or F420.	\N	\N	\N	\N	1982270
gene_3547	3.19167915040055	-2.23191691621413	1982117	3.1.1.5	Lysophospholipase.	2-lysophosphatidylcholine + H(2)O = glycerophosphocholine + a fatty acid anion.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC	1982371
gene_3875	5.84558810648549	-3.66575387864346	1982452	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	1982706
gene_3875	5.84558810648549	-3.66575387864346	1982452	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	1982706
gene_3875	5.84558810648549	-3.66575387864346	1982452	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC	1982706
gene_3875	5.84558810648549	-3.66575387864346	1982452	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC	1982706
gene_4122	11.541862894711	-4.58998669139225	1982702	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	1982956
gene_4122	11.541862894711	-4.58998669139225	1982702	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC	1982956
gene_4125	5.59760962185982	-2.49739894539084	1982705	3.1.3.8	3-phytase.	Myo-inositol hexakisphosphate + H(2)O = D-myo-inositol 1,2,4,5,6-pentakisphosphate + phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	1982959
gene_4392	7.14028475330933	-2.84211086437266	1982972	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC	1983226
gene_4392	7.14028475330933	-2.84211086437266	1982972	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1983226
gene_4414	19.4303061940415	-2.98965095289791	1982994	1.3.3.3	Coproporphyrinogen oxidase.	Coproporphyrinogen-III + O(2) = protoporphyrinogen-IX + 2 CO(2).	Iron.	Coproporphyria; MIM:121300.	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	1983248
gene_4676	1.55578113325257	-2.03968667757704	1983257	3.1.1.3	Triacylglycerol lipase.	Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.	\N	Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	1983511
gene_4703	7.43742675037056	-3.68760646718729	1983285	3.1.3.8	3-phytase.	Myo-inositol hexakisphosphate + H(2)O = D-myo-inositol 1,2,4,5,6-pentakisphosphate + phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	1983539
gene_5099	6.27477395122767	-2.62798062656694	1983678	1.1.1.31	3-hydroxyisobutyrate dehydrogenase.	3-hydroxy-2-methylpropanoate + NAD(+) = 2-methyl-3-oxopropanoate + NADH.	\N	3-hydroxyisobutyricaciduria; MIM:236795.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC	1983932
gene_5165	12.4500348042224	-3.58138653054892	1983743	6.2.1.3	Long-chain-fatty-acid--CoA ligase.	ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA.	\N	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC	1983997
gene_5185	14.299576492395	-2.0764799079655	1983764	3.4.23.41	Yapsin 1.	Hydrolyzes various precursor proteins with Arg or Lys in P1, and commonly Arg or Lys also in P2. The P3 amino acid is usually non- polar, but otherwise additional basic amino acids are favorable in both non-prime and prime positions.	\N	\N	\N	\N	\N	1984018
gene_5448	5.88760565903678	-2.72803716679458	1984027	1.2.1.31	Aminoadipate-semialdehyde dehydrogenase.	L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC	1984281
gene_5448	5.88760565903678	-2.72803716679458	1984027	1.2.1.31	Aminoadipate-semialdehyde dehydrogenase.	L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC	1984281
gene_5480	3.27593288747511	-2.91683312281223	1984061	4.2.1.9	Dihydroxy-acid dehydratase.	2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H(2)O.	\N	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC	1984315
gene_5480	3.27593288747511	-2.91683312281223	1984061	4.2.1.9	Dihydroxy-acid dehydratase.	2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H(2)O.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	1984315
gene_5492	38.7954154129747	-2.51355450499038	1984073	3.4.14.9	Tripeptidyl-peptidase I.	Release of an N-terminal tripeptide from a polypeptide.	\N	\N	\N	\N	\N	1984327
gene_6242	122.951486003016	-2.06492174413149	1984825	3.1.1.45	Carboxymethylenebutenolidase.	4-carboxymethylenebut-2-en-4-olide + H(2)O = 4 oxohex-2-enedioate.	\N	\N	1,4-Dichlorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1985079
gene_6311	9.23167204518695	-3.43909884491087	1984892	3.6.-.-	Acting on acid anhydrides.	\N	\N	\N	\N	\N	\N	1985146
gene_6376	26.7016691246753	-2.2591566636259	1984958	1.14.13.8	Dimethylaniline monooxygenase (N-oxide forming).	N,N-dimethylaniline + NADPH + O(2) = N,N-dimethylaniline N-oxide + NADP(+) + H(2)O.	FAD.	Trimethylaminuria; MIM:602079,	\N	\N	\N	1985212
gene_6502	227.151497086559	-2.12462628136234	1985090	3.7.1.2	Fumarylacetoacetase.	4-fumarylacetoacetate + H(2)O = acetoacetate + fumarate.	\N	Tyrosinemia I; MIM:276700.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC	1985344
gene_6502	227.151497086559	-2.12462628136234	1985090	3.7.1.2	Fumarylacetoacetase.	4-fumarylacetoacetate + H(2)O = acetoacetate + fumarate.	\N	Tyrosinemia I; MIM:276700.	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC	1985344
gene_6506	98.0135580033375	-2.33970797021372	1985094	1.14.13.12	Benzoate 4-monooxygenase.	Benzoate + NADPH + O(2) = 4-hydroxybenzoate + NADP(+) + H(2)O.	Iron; Tetrahydropteridine.	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	1985348
gene_6531	14.8190906769855	-2.01665057580087	1985119	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1985373
gene_6531	14.8190906769855	-2.01665057580087	1985119	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC	1985373
gene_6552	4.03239947285845	-2.44467767228566	1985142	1.97.1.4	Formate acetyltransferase activating enzyme.	S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.	Iron-sulfur.	\N	\N	\N	\N	1985396
gene_6620	8.70145953525782	-2.2038843820066	1985210	2.7.1.24	Dephospho-CoA kinase.	ATP + dephospho-CoA = ADP + CoA.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	1985464
gene_6833	2.1566275835918	-2.00944759382826	1985424	2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase.	DNA (containing 6-O-methylguanine) + [protein]-L-cysteine = DNA (without 6-O-methylguanine) + protein S-methyl-L-cysteine.	\N	\N	\N	\N	\N	1985678
gene_6993	5.82248144347165	-2.02184592920488	1985579	3.1.3.8	3-phytase.	Myo-inositol hexakisphosphate + H(2)O = D-myo-inositol 1,2,4,5,6-pentakisphosphate + phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	1985833
gene_7002	5.75295036562494	-2.94259680602386	1985588	3.5.1.-	In linear amides.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	1985842
gene_7002	5.75295036562494	-2.94259680602386	1985588	3.5.1.-	In linear amides.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC	1985842
gene_7002	5.75295036562494	-2.94259680602386	1985588	3.5.1.-	In linear amides.	\N	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC	1985842
gene_7002	5.75295036562494	-2.94259680602386	1985588	3.5.1.-	In linear amides.	\N	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	1985842
gene_7187	44.8755233499512	-2.97990186682526	1985772	3.4.22.40	Bleomycin hydrolase.	Inactivates bleomycin B2 (a cytotoxic glycometallopeptide) by hydrolysis of a carboxyamide bond of b-aminoalanine, but also shows general aminopeptidase activity. The specificity varies somewhat with source, but amino acid arylamides of Met, Leu and Ala a	\N	\N	\N	\N	\N	1986026
gene_7303	3.6063571413558	-2.16635439729654	1985887	2.1.1.109	Demethylsterigmatocystin 6-O-methyltransferase.	S-adenosyl-L-methionine + 6-demethylsterigmatocystin = S-adenosyl- L-homocysteine + sterigmatocystin.	\N	\N	\N	\N	\N	1986141
gene_7352	47.3274416554473	-3.09828232484354	1985934	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC	1986188
gene_7352	47.3274416554473	-3.09828232484354	1985934	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1986188
gene_7352	47.3274416554473	-3.09828232484354	1985934	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC	1986188
gene_7763	7.24213892882864	-2.63239020713978	1986352	2.3.2.5	Glutaminyl-peptide cyclotransferase.	L-glutaminyl-peptide = 5-oxoprolyl-peptide + NH(3).	\N	\N	\N	\N	\N	1986606
gene_7935	7.89994035069501	-2.59865298460993	1986520	2.7.4.9	Thymidylate kinase.	ATP + thymidine 5'-phosphate = ADP + thymidine 5'-diphosphate.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	1986774
gene_7987	40.971798794195	-2.26521257851555	1986574	3.4.14.9	Tripeptidyl-peptidase I.	Release of an N-terminal tripeptide from a polypeptide.	\N	\N	\N	\N	\N	1986828
gene_8389	22.3651716713833	-4.98472570167451	1986971	4.1.1.1	Pyruvate decarboxylase.	A 2-oxo acid = an aldehyde + CO(2).	Thiamine pyrophosphate.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC	1987225
gene_8445	353.915088527314	-2.97351877594144	1987031	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	Benzoate degradation via hydroxylation	Biodegradation of Xenobiotics	METABOLIC	1987285
gene_8445	353.915088527314	-2.97351877594144	1987031	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC	1987285
gene_8445	353.915088527314	-2.97351877594144	1987031	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	1,4-Dichlorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1987285
gene_8445	353.915088527314	-2.97351877594144	1987031	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	Carbazole degradation	Biodegradation of Xenobiotics	METABOLIC	1987285
gene_8586	7.38769447809781	-3.67841367350903	1987174	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC	1987428
gene_8586	7.38769447809781	-3.67841367350903	1987174	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC	1987428
gene_8609	1.70797671034886	-2.14272495470603	1987198	1.6.99.1	NADPH dehydrogenase.	NADPH + acceptor = NADP(+) + reduced acceptor.	FMN or FAD.	\N	\N	\N	\N	1987452
