Gene_ID	Level	logFC	protein_ID	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type	transcript_ID
gene_1678	15.1361376554067	2.14204832052351	1980247	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	1980501
gene_1678	15.1361376554067	2.14204832052351	1980247	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1980501
gene_1734	50.9323940658923	2.20098103148805	1980305	3.4.21.63	Oryzin.	Hydrolysis of proteins with broad specificity, and of BZ-Arg-OET > Ac-Tyr-OET. Does not hydrolyse peptide amides.	\N	\N	\N	\N	\N	1980559
gene_1850	5.77912018279235	2.35210052174021	1980423	1.97.1.4	Formate acetyltransferase activating enzyme.	S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.	Iron-sulfur.	\N	\N	\N	\N	1980677
gene_2353	6.78778731447219	2.50302378267433	1980925	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC	1981179
gene_2353	6.78778731447219	2.50302378267433	1980925	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	1981179
gene_2353	6.78778731447219	2.50302378267433	1980925	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC	1981179
gene_2353	6.78778731447219	2.50302378267433	1980925	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	1981179
gene_2353	6.78778731447219	2.50302378267433	1980925	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC	1981179
gene_2353	6.78778731447219	2.50302378267433	1980925	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC	1981179
gene_2593	6.72086448502211	2.16266812601092	1981163	1.1.1.29	Glycerate dehydrogenase.	(R)-glycerate + NAD(+) = hydroxypyruvate + NADH.	\N	Oxalosis II (glycericaciduria); MIM:260000.	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC	1981417
gene_2593	6.72086448502211	2.16266812601092	1981163	1.1.1.29	Glycerate dehydrogenase.	(R)-glycerate + NAD(+) = hydroxypyruvate + NADH.	\N	Oxalosis II (glycericaciduria); MIM:260000.	Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC	1981417
gene_2627	6.93790769044566	2.86056290916596	1981196	3.5.1.23	Ceramidase.	N-acylsphingosine + H(2)O = a fatty acid + sphingosine.	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	1981450
gene_2934	567.953098988204	3.87765174173619	1981506	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1981760
gene_2935	79.3138736022592	3.80421803751206	1981507	3.2.1.1	Alpha-amylase.	Endohydrolysis of 1,4-alpha-glucosidic linkages in oligosaccharides and polysaccharides.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1981761
gene_3111	32.5433047580388	2.46117820181071	1981683	3.1.1.3	Triacylglycerol lipase.	Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.	\N	Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	1981937
gene_335	11.890955526219	2.0076100541197	1978896	3.2.1.101	Mannan endo-1,6-beta-mannosidase.	Random hydrolysis of 1,6-beta-D-mannosidic linkages in unbranched 1,6-mannans.	\N	\N	\N	\N	\N	1979150
gene_3407	27.9122604723508	2.0119147813689	1981979	4.2.1.94	Scytalone dehydratase.	Scytalone = 1,3,8-trihydroxynaphthalene + H(2)O.	\N	\N	\N	\N	\N	1982233
gene_3452	9.6294206796916	2.34166577448055	1982023	3.4.23.41	Yapsin 1.	Hydrolyzes various precursor proteins with Arg or Lys in P1, and commonly Arg or Lys also in P2. The P3 amino acid is usually non- polar, but otherwise additional basic amino acids are favorable in both non-prime and prime positions.	\N	\N	\N	\N	\N	1982277
gene_3669	33.9800855636232	2.67092677471299	1982242	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC	1982496
gene_3669	33.9800855636232	2.67092677471299	1982242	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	1982496
gene_3669	33.9800855636232	2.67092677471299	1982242	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	1982496
gene_3691	5.19019225689921	2.28682115828646	1982261	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N	1982515
gene_3720	35.4437567403902	2.7920507055019	1982290	1.1.1.252	Tetrahydroxynaphthalene reductase.	Scytalone + NADP(+) = 1,3,6,8-tetrahydroxynaphthalene + NADPH.	\N	\N	\N	\N	\N	1982544
gene_3830	4.21033625935397	2.32165425433272	1982406	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	1982660
gene_3830	4.21033625935397	2.32165425433272	1982406	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.	\N	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC	1982660
gene_3830	4.21033625935397	2.32165425433272	1982406	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC	1982660
gene_3850	1.87469144839573	2.2477400714277	1982427	1.10.3.3	L-ascorbate oxidase.	2 L-ascorbate + O(2) = 2 dehydroascorbate + 2 H(2)O.	Copper.	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC	1982681
gene_3907	5.57470813847812	2.29252307989443	1982485	3.4.-.-	Acting on peptide bonds (peptide hydrolases).	\N	\N	\N	Biotin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	1982739
gene_3907	5.57470813847812	2.29252307989443	1982485	3.4.-.-	Acting on peptide bonds (peptide hydrolases).	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC	1982739
gene_3913	2.25848258904472	2.46387487451555	1982491	3.4.23.18	Aspergillopepsin I.	Hydrolysis of proteins with broad specificity. Generally favors hydrophobic residues in P1 and P1', but also accepts Lys in P1, which leads to activation of trypsinogen. Does not clot milk.	\N	\N	\N	\N	\N	1982745
gene_4291	4.8076069395573	2.23025616099396	1982870	6.2.1.12	4-coumarate--CoA ligase.	ATP + 4-coumarate + CoA = AMP + diphosphate + 4-coumaroyl-CoA.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	1983124
gene_4785	13.8417915248186	3.95438276821796	1983368	3.4.16.6	Carboxypeptidase D.	Preferential release of a C-terminal arginine or lysine residue.	\N	\N	\N	\N	\N	1983622
gene_4816	43.8948339708293	2.7092988506727	1983398	1.97.1.4	Formate acetyltransferase activating enzyme.	S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.	Iron-sulfur.	\N	\N	\N	\N	1983652
gene_4821	7.51831096019227	3.44778505283515	1983403	3.4.11.5	Prolyl aminopeptidase.	Release of a N-terminal proline from a peptide.	Manganese.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC	1983657
gene_4841	7.45886843968101	3.99256332869529	1983422	3.2.1.26	Beta-fructofuranosidase.	Hydrolysis of terminal non-reducing beta-D-fructofuranoside residues in beta-D-fructofuranosides.	\N	Disaccharide intolerance I; MIM:222900.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1983676
gene_4841	7.45886843968101	3.99256332869529	1983422	3.2.1.26	Beta-fructofuranosidase.	Hydrolysis of terminal non-reducing beta-D-fructofuranoside residues in beta-D-fructofuranosides.	\N	Disaccharide intolerance I; MIM:222900.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC	1983676
gene_4958	3.00171663558738	2.80806234334511	1983538	3.4.11.5	Prolyl aminopeptidase.	Release of a N-terminal proline from a peptide.	Manganese.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC	1983792
gene_5100	5.45444248251791	2.17854666253262	1983679	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Carbon fixation	Energy Metabolism	METABOLIC	1983933
gene_5100	5.45444248251791	2.17854666253262	1983679	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC	1983933
gene_5100	5.45444248251791	2.17854666253262	1983679	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC	1983933
gene_5100	5.45444248251791	2.17854666253262	1983679	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC	1983933
gene_5101	6.20431495521314	2.27016111140325	1983680	2.7.1.29	Glycerone kinase.	ATP + glycerone = ADP + glycerone phosphate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	1983934
gene_5165	5.30723932331547	2.31932169317524	1983743	6.2.1.3	Long-chain-fatty-acid--CoA ligase.	ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA.	\N	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC	1983997
gene_5477	1.66102098263298	2.11171308024628	1984057	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1984311
gene_5485	21.8838043826078	3.23844441589448	1984066	1.1.3.15	(S)-2-hydroxy-acid oxidase.	(S)-2-hydroxy-acid + O(2) = 2-oxo acid + H(2)O(2).	FMN.	\N	Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC	1984320
gene_5638	124.393714410964	2.77798447103994	1984219	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	1984473
gene_5638	124.393714410964	2.77798447103994	1984219	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	1984473
gene_5638	124.393714410964	2.77798447103994	1984219	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1984473
gene_5640	178.596971934182	2.95583725141893	1984221	4.2.1.1	Carbonate dehydratase.	H(2)CO(3) = CO(2) + H(2)O.	Zinc.	Osteopetrosis-renal tubular acidosis syndrome; MIM:259730.	Nitrogen metabolism	Energy Metabolism	METABOLIC	1984475
gene_5723	10.8400270169859	2.22263708339252	1984307	2.4.2.9	Uracil phosphoribosyltransferase.	UMP + diphosphate = uracil + 5-phospho-alpha-D-ribose 1-diphosphate.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	1984561
gene_5885	19.2933644871516	2.53398772889761	1984467	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	2,4-Dichlorobenzoate degradation	Biodegradation of Xenobiotics	METABOLIC	1984721
gene_5885	19.2933644871516	2.53398772889761	1984467	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC	1984721
gene_5885	19.2933644871516	2.53398772889761	1984467	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC	1984721
gene_6209	7.83588694924057	2.22008070991446	1984792	4.1.1.45	Aminocarboxymuconate-semialdehyde decarboxylase.	2-amino-3-(3-oxoprop-2-enyl)-but-2-enedioate = 2-aminomuconate semialdehyde + CO(2).	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC	1985046
gene_6412	5.3753700755912	2.92500836349203	1984998	3.5.3.11	Agmatinase.	Agmatine + H(2)O = putrescine + urea.	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC	1985252
gene_6591	20.2835180402825	2.84769790203188	1985181	3.5.1.1	Asparaginase.	L-asparagine + H(2)O = L-aspartate + NH(3).	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	1985435
gene_6591	20.2835180402825	2.84769790203188	1985181	3.5.1.1	Asparaginase.	L-asparagine + H(2)O = L-aspartate + NH(3).	\N	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC	1985435
gene_6591	20.2835180402825	2.84769790203188	1985181	3.5.1.1	Asparaginase.	L-asparagine + H(2)O = L-aspartate + NH(3).	\N	\N	Nitrogen metabolism	Energy Metabolism	METABOLIC	1985435
gene_678	6.10474847610809	2.43267902433307	1979239	3.1.1.7	Acetylcholinesterase.	Acetylcholine + H(2)O = choline + acetate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	1979493
gene_7180	6.99025890537986	2.46492283893366	1985765	1.13.11.5	Homogentisate 1,2-dioxygenase.	Homogentisate + O(2) = 4-maleylacetoacetate.	Iron.	Alkaptonuria; MIM:203500.	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC	1986019
gene_7180	6.99025890537986	2.46492283893366	1985765	1.13.11.5	Homogentisate 1,2-dioxygenase.	Homogentisate + O(2) = 4-maleylacetoacetate.	Iron.	Alkaptonuria; MIM:203500.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC	1986019
gene_7218	2.53021827038178	2.59942171655495	1985802	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC	1986056
gene_7218	2.53021827038178	2.59942171655495	1985802	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	1986056
gene_7218	2.53021827038178	2.59942171655495	1985802	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC	1986056
gene_7218	2.53021827038178	2.59942171655495	1985802	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC	1986056
gene_7222	19.7213669541445	2.21927450523881	1985806	1.5.-.-	Acting on the CH-NH group of donors.	\N	\N	\N	\N	\N	\N	1986060
gene_7251	22.6332819716028	2.48903655432036	1985835	2.4.1.12	Cellulose synthase (UDP-forming).	UDP-glucose + {(1,4)-beta-D-glucosyl}(N) = UDP + {(1,4)-beta-D- glucosyl}(N+1).	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1986089
gene_7294	1.77828510405813	2.18794829685884	1985878	1.1.1.10	L-xylulose reductase.	Xylitol + NADP(+) = L-xylulose + NADPH.	\N	Pentosuria; MIM:260800.	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC	1986132
gene_736	24.2668530852822	3.63837036644827	1979297	3.1.1.3	Triacylglycerol lipase.	Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.	\N	Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	1979551
gene_737	18.9651830004865	2.47157348413499	1979298	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1979552
gene_737	18.9651830004865	2.47157348413499	1979298	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	1979552
gene_737	18.9651830004865	2.47157348413499	1979298	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	1979552
gene_7475	2.97401234434629	2.12348615421149	1986060	1.10.3.2	Laccase.	4 benzenediol + O(2) = 4 benzosemiquinone + 2 H(2)O.	Copper.	\N	\N	\N	\N	1986314
gene_7955.1	221.290846095804	3.17031755934595	1986539	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	1986793
gene_7955.1	221.290846095804	3.17031755934595	1986539	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	1986793
gene_7955.1	221.290846095804	3.17031755934595	1986539	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	1986793
gene_7957.1	1.67168991054942	2.11881811950967	1986542	3.5.99.5	2-aminomuconate deaminase.	2-aminomuconate + H(2)O = 4-oxalocrotonate + NH(3).	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC	1986796
gene_7958	1.7760936462087	2.18655991623041	1986543	1.14.13.12	Benzoate 4-monooxygenase.	Benzoate + NADPH + O(2) = 4-hydroxybenzoate + NADP(+) + H(2)O.	Iron; Tetrahydropteridine.	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	1986797
gene_8281	3.35929830301191	2.28595519430081	1986862	3.6.4.-	Acting on acid anhydrides; involved in cellular and	\N	\N	\N	\N	\N	\N	1987116
gene_8470	1.76991327312581	2.1826371773305	1987057	1.14.13.8	Dimethylaniline monooxygenase (N-oxide forming).	N,N-dimethylaniline + NADPH + O(2) = N,N-dimethylaniline N-oxide + NADP(+) + H(2)O.	FAD.	Trimethylaminuria; MIM:602079,	\N	\N	\N	1987311
