subject_id	Gene_ID	explevel_log	Protein_ID	transcript_ID
Potri.004G030500.4	WUAT02000797.1	9.841474656	197021	197021
Potri.004G033100.1	WUAT02016427.1	10.67853007	197101	197101
Potri.004G035400.1	WUAT02009541.1	10.00084906	197160	197160
Potri.004G065400.1	WUAT02005711.1	8.958939439	197404	197404
Potri.004G061800.1	WUAT02018955.1	9.708030622	197539	197539
Potri.004G053400.2	WUAT02020939.1	9.966363829	197763	197763
Potri.004G052300.1	WUAT02000771.1	10.53640606	197801	197801
Potri.004G083300.2	WUAT02018589.1	7.487317596	198631	198631
Potri.004G074000.1	WUAT02004272.1	7.358480723	198892	198892
Potri.004G108200.2	WUAT02013902.1	9.497755376	199158	199158
Potri.004G129200.1	WUAT02002701.1	9.926777513	199267	199267
Potri.009G158800.1	WUAT02005838.1	10.08222502	199969	199969
Potri.009G152500.1	WUAT02013011.1	9.560051073	200140	200140
Potri.009G144800.1	WUAT02003628.1	10.56587232	200345	200345
Potri.009G126500.1	WUAT02001007.1	7.538378033	201012	201012
Potri.009G103000.1	WUAT02012853.1	9.313836861	201674	201674
Potri.009G096600.1	WUAT02019367.1	11.19116732	201872	201872
Potri.009G090300.2	WUAT02001715.1	8.199332132	202043	202043
Potri.009G090300.2	WUAT02011097.1	8.393820419	202043	202043
Potri.009G085100.2	WUAT02010279.1	12.00824216	202156	202156
Potri.009G085100.2	WUAT02023057.1	13.09535635	202156	202156
Potri.009G084500.3	WUAT02002000.1	4.941046938	202176	202176
Potri.009G084500.3	WUAT02003543.1	8.622956252	202176	202176
Potri.009G084500.3	WUAT02005963.1	5.929429118	202176	202176
Potri.009G084500.3	WUAT02013442.1	6.580276257	202176	202176
Potri.009G084500.3	WUAT02015206.1	8.145272403	202176	202176
Potri.009G084500.3	WUAT02016291.1	9.188779399	202176	202176
Potri.009G082300.1	WUAT02018618.1	9.493925183	202262	202262
Potri.009G066000.1	WUAT02015133.1	8.453602078	202718	202718
Potri.009G058100.1	WUAT02020580.1	8.783560348	202916	202916
Potri.009G058100.1	WUAT02022583.1	8.706363088	202916	202916
Potri.009G057800.2	WUAT02017439.1	6.737798761	202931	202931
Potri.009G057800.2	WUAT02018281.1	6.156772602	202931	202931
Potri.009G057800.2	WUAT02022344.1	9.78902107	202931	202931
Potri.009G057500.1	WUAT02001337.1	7.980705522	202947	202947
Potri.009G057500.1	WUAT02019886.1	5.520289358	202947	202947
Potri.009G054300.1	WUAT02009603.1	9.587779867	203051	203051
Potri.009G049400.3	WUAT02021711.1	8.735503509	203198	203198
Potri.009G040700.2	WUAT02012085.1	8.136040894	203486	203486
Potri.009G021200.1	WUAT02021190.1	10.53205789	204062	204062
Potri.009G016900.1	WUAT02023084.1	10.35765585	204190	204190
Potri.009G014500.5	WUAT02008259.1	10.31409503	204283	204283
Potri.009G014500.5	WUAT02016479.1	5.712321701	204283	204283
Potri.009G012400.2	WUAT02004253.1	7.361450036	204338	204338
Potri.009G012400.2	WUAT02012030.1	5.963858421	204338	204338
Potri.009G012400.2	WUAT02012142.1	8.855316798	204338	204338
Potri.009G012400.2	WUAT02014177.1	9.636879141	204338	204338
Potri.009G012400.2	WUAT02020060.1	6.310329048	204338	204338
Potri.005G191300.1	WUAT02008845.1	9.927106636	204887	204887
Potri.005G195600.1	WUAT02001898.1	7.515075356	205001	205001
Potri.005G198000.1	WUAT02023243.1	7.207055141	205073	205073
Potri.005G203500.2	WUAT02001454.1	8.879042025	205261	205261
Potri.005G203500.2	WUAT02018162.1	8.717302172	205261	205261
Potri.005G203500.2	WUAT02021754.1	9.077342961	205261	205261
Potri.005G205500.1	WUAT02020917.1	9.511514283	205323	205323
Potri.005G210000.1	WUAT02000203.1	9.409535773	205458	205458
Potri.005G210000.1	WUAT02004784.1	9.683831747	205458	205458
Potri.005G210000.1	WUAT02021152.1	8.97703612	205458	205458
Potri.005G212700.1	WUAT02000597.1	6.665560534	205524	205524
Potri.005G212700.1	WUAT02010473.1	7.812164728	205524	205524
Potri.005G212700.1	WUAT02012859.1	5.153071455	205524	205524
Potri.005G228000.1	WUAT02015936.1	8.104900673	205966	205966
Potri.005G247900.4	WUAT02020136.1	9.201675684	206604	206604
Potri.005G249200.1	WUAT02012183.1	10.36008139	206625	206625
Potri.005G249200.1	WUAT02020649.1	4.628137572	206625	206625
Potri.005G249800.4	WUAT02003781.1	11.2223269	206647	206647
Potri.005G254300.1	WUAT02019946.1	5.568953855	206779	206779
Potri.005G254300.1	WUAT02021638.1	3.32019291	206779	206779
Potri.005G065800.3	WUAT02012962.1	7.811094604	207140	207140
Potri.005G067100.1	WUAT02016846.1	3.416385217	207165	207165
Potri.005G072200.4	WUAT02020129.1	8.922276479	207302	207302
Potri.005G075700.2	WUAT02014360.1	9.121949973	207428	207428
Potri.005G090700.1	WUAT02020556.1	10.23284393	207871	207871
Potri.005G091800.1	WUAT02008456.1	8.525959319	207901	207901
Potri.005G140700.4	WUAT02000394.1	10.02656059	208660	208660
Potri.005G141400.1	WUAT02001777.1	10.02680358	208696	208696
Potri.005G180600.1	WUAT02005830.1	8.428792069	209993	209993
Potri.007G145800.1	WUAT02006366.1	8.284978267	216029	216029
Potri.007G139900.1	WUAT02022366.1	9.229383306	216205	216205
Potri.007G132000.1	WUAT02020738.1	9.195874255	216407	216407
Potri.007G075500.1	WUAT02000092.1	10.70346926	218032	218032
Potri.007G041000.1	WUAT02003310.1	4.633436885	218739	218739
Potri.007G041000.1	WUAT02016675.1	3.31260624	218739	218739
Potri.007G032800.1	WUAT02004852.1	6.595960893	218980	218980
Potri.007G032800.1	WUAT02005621.1	10.26172263	218980	218980
Potri.007G026800.1	WUAT02015759.1	11.13112665	219165	219165
Potri.007G024500.1	WUAT02003045.1	7.622355001	219245	219245
Potri.007G023300.1	WUAT02000866.1	2.150624841	219290	219290
Potri.007G013900.1	WUAT02022265.1	9.886739803	219594	219594
Potri.007G011000.2	WUAT02021600.1	7.391229407	219697	219697
Potri.007G010700.1	WUAT02018734.1	9.853428408	219713	219713
Potri.010G131400.2	WUAT02015690.1	9.485314572	225695	225695
Potri.010G136900.1	WUAT02016110.1	7.32010599	225793	225793
Potri.010G157400.1	WUAT02013415.1	9.516201449	226120	226120
Potri.010G158400.1	WUAT02005149.1	7.815087259	226133	226133
Potri.010G158700.8	WUAT02016967.1	8.319936259	226137	226137
Potri.010G159100.1	WUAT02019218.1	9.184794764	226144	226144
Potri.010G159900.1	WUAT02009393.1	8.550768702	226169	226169
Potri.010G160700.3	WUAT02010393.1	9.351265054	226191	226191
Potri.010G164700.2	WUAT02013186.1	10.09155051	226326	226326
Potri.010G192400.1	WUAT02005680.1	10.5210717	227151	227151
Potri.010G202000.1	WUAT02014427.1	9.040279414	227426	227426
Potri.010G208400.1	WUAT02010590.1	8.690564014	227588	227588
Potri.010G224800.1	WUAT02021457.1	9.629480522	228037	228037
Potri.010G225200.1	WUAT02017183.1	8.126549904	228054	228054
Potri.010G241200.1	WUAT02008391.1	8.291903408	228682	228682
Potri.010G240600.1	WUAT02017083.1	13.33972888	228699	228699
Potri.010G014500.1	WUAT02018312.1	6.493312419	229315	229315
Potri.010G019000.2	WUAT02001494.1	10.42843835	229748	229748
Potri.010G019000.2	WUAT02004886.1	2.360552246	229748	229748
Potri.010G065000.2	WUAT02020025.1	8.847589682	229938	229938
Potri.010G054300.10	WUAT02009587.1	10.21789051	230282	230282
Potri.010G054300.10	WUAT02012957.1	9.648113551	230282	230282
Potri.010G044900.3	WUAT02020361.1	9.688273262	230558	230558
Potri.010G039900.1	WUAT02005857.1	9.55126615	230718	230718
Potri.010G073100.1	WUAT02008494.1	4.32478087	230793	230793
Potri.010G073300.2	WUAT02011723.1	10.08184102	230810	230810
Potri.010G088900.1	WUAT02000349.1	7.54767986	231234	231234
Potri.010G093900.2	WUAT02005257.1	10.60630741	231398	231398
Potri.010G100500.1	WUAT02022995.1	10.24239469	231561	231561
Potri.010G102900.1	WUAT02002630.1	10.64827675	231624	231624
Potri.010G109400.1	WUAT02017960.1	11.19020118	231807	231807
Potri.010G113700.2	WUAT02017339.1	11.30879721	231905	231905
Potri.010G115000.3	WUAT02001311.1	8.155480271	231955	231955
Potri.010G115000.3	WUAT02011305.1	9.706480647	231955	231955
Potri.011G137700.1	WUAT02011499.1	8.848283026	232529	232529
Potri.011G009600.2	WUAT02012347.1	6.932979556	233464	233464
Potri.011G015900.1	WUAT02016611.1	11.43534493	233664	233664
Potri.011G022300.2	WUAT02001320.1	10.4166802	233710	233710
Potri.011G046600.1	WUAT02014827.1	5.742240493	234033	234033
Potri.011G046600.1	WUAT02014917.1	7.323367755	234033	234033
Potri.011G065700.1	WUAT02019566.1	9.748831273	235349	235349
Potri.011G107400.2	WUAT02004104.1	8.328506429	235497	235497
Potri.013G007800.5	WUAT02013790.1	7.770689846	240352	240352
Potri.013G007800.5	WUAT02019383.1	10.95882014	240352	240352
Potri.013G008900.1	WUAT02023417.1	9.305193335	240367	240367
Potri.013G022700.2	WUAT02009519.1	7.60943786	240760	240760
Potri.013G025100.1	WUAT02021845.1	9.009445482	240822	240822
Potri.013G027600.2	WUAT02010531.1	11.42678858	240889	240889
Potri.013G027600.2	WUAT02015508.1	10.0771008	240889	240889
Potri.013G035100.1	WUAT02009099.1	9.237882555	241081	241081
Potri.013G035100.1	WUAT02023002.1	9.075937856	241081	241081
Potri.013G042300.1	WUAT02007659.1	8.445790989	241315	241315
Potri.013G048300.1	WUAT02003026.1	10.20365266	241481	241481
Potri.013G051400.2	WUAT02004745.1	9.765296304	241552	241552
Potri.013G067400.1	WUAT02010552.1	7.773152645	242013	242013
Potri.013G134800.1	WUAT02004713.1	8.49933707	243107	243107
Potri.014G066600.1	WUAT02000907.1	7.34661851	243945	243945
Potri.014G067400.3	WUAT02017894.1	10.32447044	243981	243981
Potri.014G072800.3	WUAT02003822.1	8.486207079	244140	244140
Potri.014G080900.1	WUAT02001312.1	8.121653701	244404	244404
Potri.014G085800.1	WUAT02002759.1	10.71478784	244565	244565
Potri.014G087900.1	WUAT02015517.1	10.84601873	244627	244627
Potri.014G096700.1	WUAT02004586.1	10.45068399	244897	244897
Potri.014G125100.1	WUAT02001388.1	8.713005348	245675	245675
Potri.014G128400.1	WUAT02007987.1	7.965840877	245777	245777
Potri.014G128600.1	WUAT02017893.1	10.3921117	245784	245784
Potri.014G143100.2	WUAT02008420.1	7.994814467	246260	246260
Potri.014G146300.1	WUAT02007768.1	10.93716833	246366	246366
Potri.014G154900.1	WUAT02010441.1	9.929275213	246635	246635
Potri.014G160000.1	WUAT02012025.1	10.54098738	246818	246818
Potri.014G161100.1	WUAT02005284.1	7.960725104	246865	246865
Potri.014G161100.1	WUAT02021534.1	6.818451345	246865	246865
Potri.014G165400.1	WUAT02017311.1	10.17031208	247000	247000
Potri.014G180200.9	WUAT02011604.1	6.87519332	247435	247435
Potri.019G054200.3	WUAT02009718.1	9.543823597	249093	249093
Potri.019G072800.1	WUAT02019639.1	9.887701103	249389	249389
Potri.019G072800.1	WUAT02022843.1	8.397801675	249389	249389
Potri.019G083000.1	WUAT02010762.1	9.973046524	249674	249674
Potri.019G087700.1	WUAT02010814.1	10.33786227	249816	249816
Potri.019G129900.2	WUAT02020831.1	8.99375067	250259	250259
Potri.019G129900.2	WUAT02023396.1	6.931333572	250259	250259
Potri.015G012400.3	WUAT02013836.1	10.66106614	250925	250925
Potri.015G040300.2	WUAT02019909.1	8.727836769	251530	251530
Potri.015G066000.4	WUAT02009771.1	7.048976537	251766	251766
Potri.015G067400.1	WUAT02009667.1	9.387484703	251814	251814
Potri.015G089300.1	WUAT02020396.1	10.60088885	252493	252493
Potri.015G089300.1	WUAT02021471.1	6.459444765	252493	252493
Potri.015G090100.1	WUAT02014958.1	8.57032769	252514	252514
Potri.015G092900.1	WUAT02009663.1	11.13192616	252605	252605
Potri.015G103300.1	WUAT02001415.1	10.08879853	252901	252901
Potri.015G127400.1	WUAT02002012.1	6.937777693	253429	253429
Potri.016G139200.1	WUAT02021446.1	8.906536074	254490	254490
Potri.016G139900.2	WUAT02023061.1	10.97058329	254515	254515
Potri.016G144100.3	WUAT02010469.1	8.9944136	254628	254628
Potri.016G144100.3	WUAT02014398.1	9.812815432	254628	254628
Potri.016G007300.2	WUAT02004708.1	10.11231594	254691	254691
Potri.016G036300.1	WUAT02007670.1	8.362291551	255343	255343
Potri.016G041200.1	WUAT02019814.1	9.216106341	255463	255463
Potri.016G042100.1	WUAT02017804.1	10.22303577	255482	255482
Potri.016G053500.1	WUAT02010567.1	8.993602098	255763	255763
Potri.016G081300.1	WUAT02012890.1	10.73043272	256636	256636
Potri.016G084100.1	WUAT02014180.1	11.34401074	256705	256705
Potri.016G088800.2	WUAT02017749.1	10.32851661	256860	256860
Potri.016G097400.1	WUAT02017857.1	9.142340067	257162	257162
Potri.017G056800.1	WUAT02017195.1	8.471088014	258544	258544
Potri.017G070800.1	WUAT02002462.1	7.803417311	258646	258646
Potri.017G074400.1	WUAT02017241.1	10.17238949	258782	258782
Potri.017G084100.1	WUAT02005446.1	10.17619056	259135	259135
Potri.018G123200.1	WUAT02008226.1	9.518958937	259480	259480
Potri.018G131400.1	WUAT02006089.1	7.058296034	259680	259680
Potri.018G141100.2	WUAT02018396.1	10.12391533	259890	259890
Potri.018G040200.2	WUAT02010997.1	8.179232956	260712	260712
Potri.018G032900.1	WUAT02009379.1	9.191652411	260908	260908
Potri.018G032900.1	WUAT02012538.1	9.613318466	260908	260908
Potri.018G032900.1	WUAT02013396.1	2.328948099	260908	260908
Potri.018G032900.1	WUAT02019204.1	4.992977904	260908	260908
Potri.018G020600.1	WUAT02022312.1	8.586600575	261294	261294
Potri.018G013200.2	WUAT02001825.1	7.666633974	261541	261541
Potri.018G013200.2	WUAT02019794.1	8.135949831	261541	261541
Potri.018G079800.1	WUAT02002017.1	9.175975948	261837	261837
Potri.018G088000.1	WUAT02002782.1	11.33340996	262082	262082
Potri.018G095100.2	WUAT02006284.1	8.718938773	262309	262309
Potri.018G098500.1	WUAT02011310.1	9.548424486	262463	262463
Potri.018G098500.1	WUAT02011328.1	6.832794739	262463	262463
Potri.018G103300.1	WUAT02021147.1	9.914760334	262582	262582
Potri.015G033600.1	WUAT02015182.1	5.508754722	265842	265842
Potri.001G118800.1	WUAT02021999.1	7.321177712	267108	267108
Potri.004G145800.1	WUAT02018533.1	10.25713732	267742	267742
Potri.005G006800.1	WUAT02023212.1	8.021931455	268194	268194
Potri.005G024100.1	WUAT02010846.1	10.64855705	268666	268666
Potri.005G022700.1	WUAT02011467.1	9.575965324	268699	268699
Potri.005G017600.1	WUAT02007233.1	8.194281626	268780	268780
Potri.005G017600.1	WUAT02016563.1	3.273500949	268780	268780
Potri.005G017600.1	WUAT02022959.1	5.787415086	268780	268780
Potri.001G412700.1	WUAT02010483.1	8.120706698	268925	268925
Potri.001G412800.1	WUAT02019648.1	9.807812221	268930	268930
Potri.001G405500.1	WUAT02009829.1	10.43600998	269098	269098
Potri.004G137100.2	WUAT02005322.1	4.114460003	269210	269210
Potri.004G137100.2	WUAT02011108.1	7.876124622	269210	269210
Potri.004G137100.2	WUAT02012255.1	11.32818419	269210	269210
Potri.004G137100.2	WUAT02013707.1	0.844819921	269210	269210
Potri.016G002700.2	WUAT02011404.1	9.616373665	269600	269600
Potri.016G000200.1	WUAT02006614.1	9.355483267	269653	269653
Potri.016G000200.1	WUAT02008304.1	8.043176714	269653	269653
Potri.011G166400.1	WUAT02009634.1	9.747974762	270075	270075
Potri.011G161500.1	WUAT02023065.1	9.302874496	270279	270279
Potri.018G068200.2	WUAT02008988.1	9.796580636	271079	271079
Potri.018G068200.2	WUAT02010812.1	1.943134306	271079	271079
Potri.018G068200.2	WUAT02021488.1	6.051816839	271079	271079
Potri.001G392700.1	WUAT02021965.1	9.965409331	271292	271292
Potri.006G277100.1	WUAT02004088.1	8.534567147	271584	271584
Potri.004G215400.1	WUAT02018104.1	10.25739176	274002	274002
Potri.004G218200.4	WUAT02003106.1	12.16109263	274070	274070
Potri.004G219300.2	WUAT02010061.1	8.449254495	274109	274109
Potri.001G387500.4	WUAT02013231.1	9.025745718	275875	275875
Potri.001G387500.4	WUAT02017988.1	9.607624727	275875	275875
Potri.017G155300.1	WUAT02023199.1	9.270369155	276505	276505
Potri.015G023500.2	WUAT02006942.1	9.96422827	277498	277498
Potri.004G054400.2	WUAT02018124.1	3.630935068	277936	277936
Potri.001G438900.1	WUAT02019099.1	9.10500419	278008	278008
Potri.005G150800.1	WUAT02003723.1	10.73403531	279914	279914
Potri.010G205700.1	WUAT02012504.1	9.538471705	280896	280896
Potri.010G205700.1	WUAT02012745.1	10.11578455	280896	280896
Potri.006G143300.1	WUAT02008266.1	9.598381396	281458	281458
Potri.006G142400.2	WUAT02018920.1	9.342961376	281489	281489
Potri.006G127500.1	WUAT02001765.1	9.302507559	282057	282057
Potri.006G123900.1	WUAT02018919.1	10.89892998	282159	282159
Potri.006G118800.1	WUAT02000038.1	5.262375788	282336	282336
Potri.006G117800.2	WUAT02016137.1	9.219395618	282386	282386
Potri.006G113600.1	WUAT02003429.1	9.215280698	282541	282541
Potri.014G027100.1	WUAT02014947.1	6.852557026	287051	287051
Potri.014G026100.1	WUAT02016485.1	9.761631231	287082	287082
Potri.014G024700.3	WUAT02017830.1	8.583202993	287123	287123
Potri.013G112500.6	WUAT02021751.1	8.415317437	287767	287767
Potri.013G099500.1	WUAT02021144.1	3.969094738	288174	288174
Potri.017G041800.5	WUAT02000023.1	8.735960713	292354	292354
Potri.017G041500.1	WUAT02003403.1	9.014494336	292365	292365
Potri.004G193700.1	WUAT02016466.1	6.918363323	293607	293607
Potri.004G199100.1	WUAT02018459.1	8.640779539	293726	293726
Potri.004G233400.2	WUAT02009502.1	4.887845851	297441	297441
Potri.017G057900.1	WUAT02002571.1	7.822050875	297914	297914
Potri.017G057900.1	WUAT02002700.1	8.617385637	297914	297914
Potri.001G200000.5	WUAT02019743.1	4.9231266	298916	298916
Potri.001G199600.5	WUAT02009141.1	9.803309986	298924	298924
Potri.001G199200.1	WUAT02003606.1	9.948113102	298944	298944
Potri.002G245700.2	WUAT02008245.1	9.400998157	408845	419546
Potri.002G247800.1	WUAT02002010.1	8.390952016	408865	419566
Potri.002G258900.1	WUAT02012430.1	8.673748722	409015	419716
Potri.002G238600.2	WUAT02002476.1	10.79357199	409044	419745
Potri.002G254700.1	WUAT02001275.1	10.57108963	409312	420013
Potri.002G165500.1	WUAT02004168.1	10.70454327	409585	420286
Potri.002G166800.1	WUAT02018340.1	9.31738213	409886	420587
Potri.002G122700.1	WUAT02010176.1	8.910019375	410139	420840
Potri.017G126300.1	WUAT02003619.1	9.803238461	411030	421731
Potri.002G106400.1	WUAT02000084.1	10.03802609	411084	421785
Potri.002G226000.3	WUAT02005927.1	9.782986067	411536	422237
Potri.002G064000.1	WUAT02017263.1	9.689385966	411711	422412
Potri.002G145200.1	WUAT02003313.1	9.155168286	411828	422529
Potri.002G145200.1	WUAT02006633.1	9.418493275	411828	422529
Potri.002G193700.1	WUAT02000550.1	10.39268687	412679	423380
Potri.002G117200.1	WUAT02006944.1	9.356867452	412805	423506
Potri.003G146000.1	WUAT02005122.1	10.94832512	413197	423898
Potri.003G125400.1	WUAT02015395.1	11.43521662	413486	424187
Potri.003G183000.1	WUAT02000248.1	8.068884404	413558	424259
Potri.003G169000.1	WUAT02016601.1	9.004404863	413695	424396
Potri.003G063100.1	WUAT02002812.1	8.682836799	413708	424409
Potri.003G142100.1	WUAT02001428.1	8.262445097	414037	424738
Potri.003G142100.1	WUAT02007179.1	11.29490636	414037	424738
Potri.003G108500.1	WUAT02004471.1	2.702497891	414059	424760
Potri.003G108500.1	WUAT02006022.1	9.364656748	414059	424760
Potri.003G018800.1	WUAT02000344.1	9.948427511	414107	424808
Potri.003G022600.1	WUAT02022041.1	8.070728826	414116	424817
Potri.003G111600.3	WUAT02010443.1	9.122896074	414255	424956
Potri.003G094800.1	WUAT02008178.1	6.50239641	414285	424986
Potri.003G015400.2	WUAT02015160.1	7.482629179	414658	425359
Potri.003G015400.2	WUAT02015575.1	6.623172973	414658	425359
Potri.003G043500.1	WUAT02008879.1	10.72554718	415199	425900
Potri.007G058500.1	WUAT02006644.1	8.045673517	415496	426197
Potri.007G058500.1	WUAT02012209.1	6.778412548	415496	426197
Potri.007G058500.1	WUAT02022550.1	8.215302344	415496	426197
Potri.006G246700.1	WUAT02001135.1	9.831953712	415653	426354
Potri.006G259600.3	WUAT02000054.1	6.868525376	415786	426487
Potri.006G259600.3	WUAT02005082.1	6.057068573	415786	426487
Potri.006G259600.3	WUAT02014832.1	7.331679093	415786	426487
Potri.006G225500.2	WUAT02011760.1	8.74823108	415993	426694
Potri.006G225500.2	WUAT02013672.1	10.56149627	415993	426694
Potri.006G195300.1	WUAT02023149.1	12.75976477	416253	426954
Potri.006G153900.1	WUAT02008011.1	10.25545007	416299	427000
Potri.006G152500.1	WUAT02004006.1	9.465370983	416604	427305
Potri.006G088000.2	WUAT02006550.1	7.550806658	416625	427326
Potri.006G100100.1	WUAT02003484.1	9.119772379	416768	427469
Potri.006G049700.1	WUAT02009450.1	8.498078994	416870	427571
Potri.006G003100.3	WUAT02023104.1	10.65950461	417268	427969
Potri.006G199400.1	WUAT02000389.1	8.488840658	417449	428150
Potri.006G199400.1	WUAT02008366.1	8.505877075	417449	428150
Potri.006G199400.1	WUAT02017916.1	10.12935006	417449	428150
Potri.006G204500.1	WUAT02018211.1	8.258509531	417859	428560
Potri.006G026100.2	WUAT02015680.1	7.550273152	417972	428673
Potri.006G033500.1	WUAT02014405.1	8.514759796	418161	428862
Potri.008G202100.1	WUAT02015073.1	10.85228678	418869	429570
Potri.008G201500.1	WUAT02004853.1	6.045299972	418899	429600
Potri.008G201500.1	WUAT02016496.1	2.121918991	418899	429600
Potri.008G183600.3	WUAT02011771.1	1.953223783	418941	429642
Potri.008G153000.2	WUAT02017290.1	12.28716413	419249	429950
Potri.008G094200.4	WUAT02003131.1	3.577721229	419285	429986
Potri.008G085000.1	WUAT02000662.1	8.159815002	419495	430196
Potri.008G037700.1	WUAT02004831.1	9.584141268	419638	430339
Potri.008G031200.4	WUAT02019229.1	9.3864912	420069	430770
Potri.008G177900.3	WUAT02007192.1	9.194284012	420355	431056
Potri.008G177900.3	WUAT02013014.1	1.58589486	420355	431056
Potri.008G135800.3	WUAT02019133.1	7.393116781	420372	431073
Potri.008G105200.5	WUAT02005860.1	10.6423215	420413	431114
Potri.008G179500.2	WUAT02017205.1	7.528679057	420503	431204
Potri.008G145600.1	WUAT02010459.1	9.107886977	420678	431379
Potri.008G118900.2	WUAT02013586.1	6.311610335	421146	431847
Potri.008G108100.1	WUAT02005946.1	9.63545592	421161	431862
Potri.012G060200.1	WUAT02020076.1	8.403602876	421552	432253
Potri.012G013900.2	WUAT02014477.1	9.223347953	421736	432437
Potri.012G073700.1	WUAT02017795.1	9.53133267	421912	432613
Potri.012G088100.1	WUAT02001267.1	7.051388564	422272	432973
Potri.012G088100.1	WUAT02005266.1	10.27859216	422272	432973
Potri.012G036300.1	WUAT02013314.1	7.969490184	422437	433138
Potri.012G036300.1	WUAT02017316.1	10.1865805	422437	433138
Potri.012G106500.1	WUAT02011373.1	6.754736418	422858	433559
Potri.012G106500.1	WUAT02015825.1	2.671104415	422858	433559
Potri.012G069700.2	WUAT02008454.1	9.666763613	422974	433675
Potri.012G069700.2	WUAT02013145.1	7.54425285	422974	433675
Potri.012G108000.1	WUAT02021224.1	3.117653285	423284	433985
Potri.012G075500.2	WUAT02012967.1	9.959674081	423384	434085
Potri.012G053600.1	WUAT02021480.1	8.067654477	423407	434108
Potri.001G126100.1	WUAT02004978.1	10.63389085	423764	434465
Potri.005G106000.1	WUAT02009952.1	7.728191115	424130	434831
Potri.005G124400.1	WUAT02020391.1	6.331752808	424262	434963
