Protein_ID;subject_id;Gene_ID;explevel_log;logFC;transcript_ID;goTermId;goName;gotermType;goAcc
261541;Potri.018G013200.2;WUAT02001825.1;8.363500875;-2.53822527;261541;7826;membrane;cellular_component;GO:0016020
261541;Potri.018G013200.2;WUAT02001825.1;8.363500875;-2.53822527;261541;3879;transport;biological_process;GO:0006810
261541;Potri.018G013200.2;WUAT02001825.1;8.363500875;-2.53822527;261541;2224;ionotropic glutamate receptor activity;molecular_function;GO:0004970
261541;Potri.018G013200.2;WUAT02001825.1;8.363500875;-2.53822527;261541;2467;extracellularly glutamate-gated ion channel activity;molecular_function;GO:0005234
261541;Potri.018G013200.2;WUAT02001825.1;8.363500875;-2.53822527;261541;2450;transporter activity;molecular_function;GO:0005215
288174;Potri.013G099500.1;WUAT02021144.1;3.563504846;-2.994377625;288174;2074;aminoacyl-tRNA ligase activity;molecular_function;GO:0004812
288174;Potri.013G099500.1;WUAT02021144.1;3.563504846;-2.994377625;288174;8335;amino acid binding;molecular_function;GO:0016597
288174;Potri.013G099500.1;WUAT02021144.1;3.563504846;-2.994377625;288174;4804;metabolic process;biological_process;GO:0008152
288174;Potri.013G099500.1;WUAT02021144.1;3.563504846;-2.994377625;288174;1403;aspartate kinase activity;molecular_function;GO:0004072
288174;Potri.013G099500.1;WUAT02021144.1;3.563504846;-2.994377625;288174;5669;aspartate family amino acid biosynthetic process;biological_process;GO:0009067
288174;Potri.013G099500.1;WUAT02021144.1;3.563504846;-2.994377625;288174;5268;cellular amino acid biosynthetic process;biological_process;GO:0008652
288174;Potri.013G099500.1;WUAT02021144.1;3.563504846;-2.994377625;288174;3508;tRNA aminoacylation for protein translation;biological_process;GO:0006418
288174;Potri.013G099500.1;WUAT02021144.1;3.563504846;-2.994377625;288174;2653;ATP binding;molecular_function;GO:0005524
288174;Potri.013G099500.1;WUAT02021144.1;3.563504846;-2.994377625;288174;1701;homoserine dehydrogenase activity;molecular_function;GO:0004412
553835;Potri.003G073400.2;WUAT02014080.1;11.27751453;-3.850699434;553835;1805;endonuclease activity;molecular_function;GO:0004519
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;13114;eukaryotic elongation factor-2 kinase activator activity;molecular_function;GO:0042557
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1971;JUN kinase activity;molecular_function;GO:0004705
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;13113;eukaryotic elongation factor-2 kinase regulator activity;molecular_function;GO:0042556
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1970;NF-kappaB-inducing kinase activity;molecular_function;GO:0004704
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1944;DNA-dependent protein kinase activity;molecular_function;GO:0004677
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;10029;transmembrane receptor protein kinase activity;molecular_function;GO:0019199
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1947;obsolete casein kinase I activity;molecular_function;GO:0004681
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1942;transmembrane receptor protein serine/threonine kinase activity;molecular_function;GO:0004675
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;12218;phosphatidylinositol 3-kinase activity;molecular_function;GO:0035004
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1968;obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity;molecular_function;GO:0004702
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1946;obsolete casein kinase activity;molecular_function;GO:0004680
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1945;AMP-activated protein kinase activity;molecular_function;GO:0004679
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;8502;phosphotransferase activity, alcohol group as acceptor;molecular_function;GO:0016773
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;9567;phenol kinase activity;molecular_function;GO:0018720
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1972;JUN kinase kinase kinase activity;molecular_function;GO:0004706
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1941;protein serine/threonine kinase activity;molecular_function;GO:0004674
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;10722;cyclin-dependent protein kinase activating kinase regulator activity;molecular_function;GO:0019914
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1969;G protein-coupled receptor kinase activity;molecular_function;GO:0004703
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1980;transmembrane receptor protein tyrosine kinase activity;molecular_function;GO:0004714
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;10721;cyclin-dependent protein kinase activating kinase activity;molecular_function;GO:0019912
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1949;calmodulin-dependent protein kinase activity;molecular_function;GO:0004683
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1952;elongation factor-2 kinase activity;molecular_function;GO:0004686
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;2653;ATP binding;molecular_function;GO:0005524
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1959;cyclin-dependent protein serine/threonine kinase activity;molecular_function;GO:0004693
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1939;protein kinase activity;molecular_function;GO:0004672
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1978;protein serine/threonine/tyrosine kinase activity;molecular_function;GO:0004712
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1979;protein tyrosine kinase activity;molecular_function;GO:0004713
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;5174;JUN kinase kinase activity;molecular_function;GO:0008545
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1960;eukaryotic translation initiation factor 2alpha kinase activity;molecular_function;GO:0004694
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1963;protein kinase C activity;molecular_function;GO:0004697
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1943;3-phosphoinositide-dependent protein kinase activity;molecular_function;GO:0004676
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1956;cyclic nucleotide-dependent protein kinase activity;molecular_function;GO:0004690
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1955;phosphorylase kinase activity;molecular_function;GO:0004689
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1977;ribosomal protein S6 kinase activity;molecular_function;GO:0004711
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1973;MAP kinase activity;molecular_function;GO:0004707
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1964;calcium-dependent protein kinase C activity;molecular_function;GO:0004698
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1958;cGMP-dependent protein kinase activity;molecular_function;GO:0004692
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1974;MAP kinase kinase activity;molecular_function;GO:0004708
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;8277;cyclin-dependent protein serine/threonine kinase regulator activity;molecular_function;GO:0016538
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;3551;protein phosphorylation;biological_process;GO:0006468
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;4989;MAP kinase kinase kinase kinase activity;molecular_function;GO:0008349
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1981;non-membrane spanning protein tyrosine kinase activity;molecular_function;GO:0004715
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;8094;phosphatidylinositol phosphate kinase activity;molecular_function;GO:0016307
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1982;obsolete signal transducer, downstream of receptor, with protein tyrosine kinase activity;molecular_function;GO:0004716
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;1975;MAP kinase kinase kinase activity;molecular_function;GO:0004709
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;5428;cobinamide kinase activity;molecular_function;GO:0008819
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;5080;phosphofructokinase activity;molecular_function;GO:0008443
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;5225;phosphorylase kinase regulator activity;molecular_function;GO:0008607
563810;Potri.008G046500.1;WUAT02000117.1;7.183407577;-2.245329307;563810;5023;IkappaB kinase activity;molecular_function;GO:0008384
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;5482;gluconate dehydrogenase activity;molecular_function;GO:0008875
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;4804;metabolic process;biological_process;GO:0008152
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;17232;3-ketoglucose-reductase activity;molecular_function;GO:0048258
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;8354;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;molecular_function;GO:0016616
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;1737;isocitrate dehydrogenase activity;molecular_function;GO:0004448
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;243;3-keto sterol reductase activity;molecular_function;GO:0000253
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;9306;5-exo-hydroxycamphor dehydrogenase activity;molecular_function;GO:0018452
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;8235;oxidoreductase activity;molecular_function;GO:0016491
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;9305;epoxide dehydrogenase activity;molecular_function;GO:0018451
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;1781;mevaldate reductase activity;molecular_function;GO:0004495
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;8021;steroid dehydrogenase activity;molecular_function;GO:0016229
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;9307;2-hydroxytetrahydrofuran dehydrogenase activity;molecular_function;GO:0018453
565949;Potri.010G052500.1;WUAT02008188.1;3.385843825;-2.167482278;565949;242;C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity;molecular_function;GO:0000252
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;5482;gluconate dehydrogenase activity;molecular_function;GO:0008875
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;4804;metabolic process;biological_process;GO:0008152
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;17232;3-ketoglucose-reductase activity;molecular_function;GO:0048258
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;8354;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;molecular_function;GO:0016616
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;1737;isocitrate dehydrogenase activity;molecular_function;GO:0004448
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;243;3-keto sterol reductase activity;molecular_function;GO:0000253
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;9306;5-exo-hydroxycamphor dehydrogenase activity;molecular_function;GO:0018452
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;8235;oxidoreductase activity;molecular_function;GO:0016491
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;9305;epoxide dehydrogenase activity;molecular_function;GO:0018451
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;1781;mevaldate reductase activity;molecular_function;GO:0004495
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;8021;steroid dehydrogenase activity;molecular_function;GO:0016229
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;9307;2-hydroxytetrahydrofuran dehydrogenase activity;molecular_function;GO:0018453
565949;Potri.010G052500.1;WUAT02001723.1;4.779465264;-2.448640133;565949;242;C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity;molecular_function;GO:0000252
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;5482;gluconate dehydrogenase activity;molecular_function;GO:0008875
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;4804;metabolic process;biological_process;GO:0008152
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;17232;3-ketoglucose-reductase activity;molecular_function;GO:0048258
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;8354;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;molecular_function;GO:0016616
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;1737;isocitrate dehydrogenase activity;molecular_function;GO:0004448
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;243;3-keto sterol reductase activity;molecular_function;GO:0000253
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;9306;5-exo-hydroxycamphor dehydrogenase activity;molecular_function;GO:0018452
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;8235;oxidoreductase activity;molecular_function;GO:0016491
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;9305;epoxide dehydrogenase activity;molecular_function;GO:0018451
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;1781;mevaldate reductase activity;molecular_function;GO:0004495
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;8021;steroid dehydrogenase activity;molecular_function;GO:0016229
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;9307;2-hydroxytetrahydrofuran dehydrogenase activity;molecular_function;GO:0018453
565949;Potri.010G052500.1;WUAT02017876.1;6.109214735;-2.349092932;565949;242;C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity;molecular_function;GO:0000252
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;5482;gluconate dehydrogenase activity;molecular_function;GO:0008875
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;4804;metabolic process;biological_process;GO:0008152
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;17232;3-ketoglucose-reductase activity;molecular_function;GO:0048258
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;8354;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;molecular_function;GO:0016616
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;1737;isocitrate dehydrogenase activity;molecular_function;GO:0004448
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;243;3-keto sterol reductase activity;molecular_function;GO:0000253
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;9306;5-exo-hydroxycamphor dehydrogenase activity;molecular_function;GO:0018452
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;8235;oxidoreductase activity;molecular_function;GO:0016491
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;9305;epoxide dehydrogenase activity;molecular_function;GO:0018451
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;1781;mevaldate reductase activity;molecular_function;GO:0004495
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;8021;steroid dehydrogenase activity;molecular_function;GO:0016229
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;9307;2-hydroxytetrahydrofuran dehydrogenase activity;molecular_function;GO:0018453
565949;Potri.010G052500.1;WUAT02014161.1;4.184937948;-2.79332553;565949;242;C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity;molecular_function;GO:0000252
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;5482;gluconate dehydrogenase activity;molecular_function;GO:0008875
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;4804;metabolic process;biological_process;GO:0008152
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;17232;3-ketoglucose-reductase activity;molecular_function;GO:0048258
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;8354;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;molecular_function;GO:0016616
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;1737;isocitrate dehydrogenase activity;molecular_function;GO:0004448
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;243;3-keto sterol reductase activity;molecular_function;GO:0000253
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;9306;5-exo-hydroxycamphor dehydrogenase activity;molecular_function;GO:0018452
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;8235;oxidoreductase activity;molecular_function;GO:0016491
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;9305;epoxide dehydrogenase activity;molecular_function;GO:0018451
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;1781;mevaldate reductase activity;molecular_function;GO:0004495
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;8021;steroid dehydrogenase activity;molecular_function;GO:0016229
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;9307;2-hydroxytetrahydrofuran dehydrogenase activity;molecular_function;GO:0018453
565949;Potri.010G052500.1;WUAT02009483.1;4.96347262;-2.185575256;565949;242;C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity;molecular_function;GO:0000252
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;5482;gluconate dehydrogenase activity;molecular_function;GO:0008875
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;4804;metabolic process;biological_process;GO:0008152
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;17232;3-ketoglucose-reductase activity;molecular_function;GO:0048258
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;8354;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;molecular_function;GO:0016616
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;1737;isocitrate dehydrogenase activity;molecular_function;GO:0004448
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;243;3-keto sterol reductase activity;molecular_function;GO:0000253
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;9306;5-exo-hydroxycamphor dehydrogenase activity;molecular_function;GO:0018452
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;8235;oxidoreductase activity;molecular_function;GO:0016491
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;9305;epoxide dehydrogenase activity;molecular_function;GO:0018451
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;1781;mevaldate reductase activity;molecular_function;GO:0004495
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;8021;steroid dehydrogenase activity;molecular_function;GO:0016229
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;9307;2-hydroxytetrahydrofuran dehydrogenase activity;molecular_function;GO:0018453
565949;Potri.010G052500.1;WUAT02018707.1;6.762050188;-2.355545618;565949;242;C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity;molecular_function;GO:0000252
639874;Potri.001G019400.1;WUAT02002758.1;4.326393451;-2.474655422;639874;2625;binding;molecular_function;GO:0005488
639874;Potri.001G019400.1;WUAT02002758.1;4.326393451;-2.474655422;639874;2450;transporter activity;molecular_function;GO:0005215
639874;Potri.001G019400.1;WUAT02002758.1;4.326393451;-2.474655422;639874;7826;membrane;cellular_component;GO:0016020
639874;Potri.001G019400.1;WUAT02002758.1;4.326393451;-2.474655422;639874;3879;transport;biological_process;GO:0006810
639874;Potri.001G019400.1;WUAT02002758.1;4.326393451;-2.474655422;639874;2860;mitochondrial inner membrane;cellular_component;GO:0005743
726254;Potri.010G044700.2;WUAT02009364.1;3.15348881;-3.703741242;726254;10941;clathrin vesicle coat;cellular_component;GO:0030125
726254;Potri.010G044700.2;WUAT02009364.1;3.15348881;-3.703741242;726254;3946;intracellular protein transport;biological_process;GO:0006886
758112;Potri.003G202300.3;WUAT02011066.1;10.5621517;-2.325904508;758112;1804;nuclease activity;molecular_function;GO:0004518
758112;Potri.003G202300.3;WUAT02011066.1;10.5621517;-2.325904508;758112;1055;nucleic acid binding;molecular_function;GO:0003676
758112;Potri.003G202300.3;WUAT02011066.1;10.5621517;-2.325904508;758112;3358;DNA metabolic process;biological_process;GO:0006259
769807;Potri.010G142800.1;WUAT02007590.1;9.867925301;-5.121050223;769807;13528;glucan endo-1,3-beta-D-glucosidase activity;molecular_function;GO:0042973
769807;Potri.010G142800.1;WUAT02007590.1;9.867925301;-5.121050223;769807;1829;hydrolase activity, hydrolyzing O-glycosyl compounds;molecular_function;GO:0004553
769807;Potri.010G142800.1;WUAT02007590.1;9.867925301;-5.121050223;769807;3077;carbohydrate metabolic process;biological_process;GO:0005975
775989;Potri.015G066400.5;WUAT02004998.1;5.358689132;-2.209927346;775989;2653;ATP binding;molecular_function;GO:0005524
775989;Potri.015G066400.5;WUAT02004998.1;5.358689132;-2.209927346;775989;1062;damaged DNA binding;molecular_function;GO:0003684
775989;Potri.015G066400.5;WUAT02004998.1;5.358689132;-2.209927346;775989;3395;mismatch repair;biological_process;GO:0006298
776276;Potri.015G095500.1;WUAT02009446.1;9.496359188;-2.43094047;776276;157;nucleotide binding;molecular_function;GO:0000166
776276;Potri.015G095500.1;WUAT02009446.1;9.496359188;-2.43094047;776276;5406;bis(5-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
776276	5437	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
776276	8207	pyrophosphatase activity	molecular_function	GO:0016462
776276	8545	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
776276	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
776276	10006	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
776276	10007	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
776276	5336	5-3 DNA helicase activity	molecular_function	GO:0043139
776278	1329	acid phosphatase activity	molecular_function	GO:0003993
776278	8516	hydrolase activity	molecular_function	GO:0016787
776284	2653	ATP binding	molecular_function	GO:0005524
776284	7796	ATP synthesis coupled proton transport	biological_process	GO:0015986
776284	8214	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
776284	15927	proton-transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
776284	15955	proton-transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
776316	1191	11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity	molecular_function	GO:0003845
776316	4804	metabolic process	biological_process	GO:0008152
776316	8235	oxidoreductase activity	molecular_function	GO:0016491
776329	1096	RNA binding	molecular_function	GO:0003723
776329	1996	pseudouridylate synthase activity	molecular_function	GO:0004730
776329	3488	RNA processing	biological_process	GO:0006396
776329	6566	pseudouridine synthase activity	molecular_function	GO:0009982
776330	2680	molecular_function	molecular_function	GO:0003674
776330	7826	membrane	cellular_component	GO:0016020
776441	1522	obsolete pepsin A activity	molecular_function	GO:0004194
776441	1961	protein serine/threonine kinase activity	molecular_function	GO:0004674
776441	1942	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
776441	1943	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
776441	1944	DNA-dependent protein kinase activity	molecular_function	GO:0004677
776441	1945	AMP-activated protein kinase activity	molecular_function	GO:0004679
776441	1946	obsolete casein kinase activity	molecular_function	GO:0004680
776441	1947	obsolete casein kinase I activity	molecular_function	GO:0004681
776441	1949	calmodulin-dependent protein kinase activity	molecular_function	GO:0004683
776441	1952	elongation factor-2 kinase activity	molecular_function	GO:0004686
