subject_id	Gene_ID	explevel_log	Protein_ID	transcript_ID
Potri.014G085800.1	WUAT02002759.1	10.68519707	244565	244565
Potri.014G087900.1	WUAT02015517.1	10.86558191	244627	244627
Potri.014G096700.1	WUAT02004586.1	10.4577353	244897	244897
Potri.014G125100.1	WUAT02001388.1	8.477902036	245675	245675
Potri.014G128400.1	WUAT02007987.1	7.929694808	245777	245777
Potri.014G128600.1	WUAT02017893.1	10.49078963	245784	245784
Potri.014G143100.2	WUAT02008420.1	7.864782604	246260	246260
Potri.014G146300.1	WUAT02007768.1	10.60679748	246366	246366
Potri.014G154900.1	WUAT02010441.1	9.926562665	246635	246635
Potri.014G160000.1	WUAT02012025.1	10.55640841	246818	246818
Potri.014G161100.1	WUAT02005284.1	8.187375273	246865	246865
Potri.014G161100.1	WUAT02021534.1	6.940433529	246865	246865
Potri.014G165400.1	WUAT02017311.1	10.13291575	247000	247000
Potri.014G180200.9	WUAT02011604.1	6.676458095	247435	247435
Potri.019G054200.3	WUAT02009718.1	9.624216189	249093	249093
Potri.019G072800.1	WUAT02019639.1	9.867736535	249389	249389
Potri.019G072800.1	WUAT02022843.1	8.55103486	249389	249389
Potri.019G083000.1	WUAT02010762.1	9.956461336	249674	249674
Potri.019G087700.1	WUAT02010814.1	10.24358589	249816	249816
Potri.019G129900.2	WUAT02020831.1	8.789412847	250259	250259
Potri.019G129900.2	WUAT02023396.1	7.078789416	250259	250259
Potri.015G012400.3	WUAT02013836.1	10.78288811	250925	250925
Potri.015G040300.2	WUAT02019909.1	8.698302604	251530	251530
Potri.015G066000.4	WUAT02009771.1	6.741781515	251766	251766
Potri.015G067400.1	WUAT02009667.1	9.389485576	251814	251814
Potri.015G089300.1	WUAT02020396.1	10.47060275	252493	252493
Potri.015G089300.1	WUAT02021471.1	6.398329378	252493	252493
Potri.015G090100.1	WUAT02014958.1	8.691352549	252514	252514
Potri.015G092900.1	WUAT02009663.1	11.16886588	252605	252605
Potri.015G103300.1	WUAT02001415.1	10.08690268	252901	252901
Potri.015G127400.1	WUAT02002012.1	6.519994175	253429	253429
Potri.016G139200.1	WUAT02021446.1	8.742015199	254490	254490
Potri.016G139900.2	WUAT02023061.1	10.93227954	254515	254515
Potri.016G144100.3	WUAT02010469.1	9.005760322	254628	254628
Potri.016G144100.3	WUAT02014398.1	9.748454451	254628	254628
Potri.016G007300.2	WUAT02004708.1	10.13155386	254691	254691
Potri.016G036300.1	WUAT02007670.1	8.162169898	255343	255343
Potri.016G041200.1	WUAT02019814.1	9.354099346	255463	255463
Potri.016G042100.1	WUAT02017804.1	10.25697608	255482	255482
Potri.016G053500.1	WUAT02010567.1	8.834612985	255763	255763
Potri.016G081300.1	WUAT02012890.1	10.65114173	256636	256636
Potri.016G084100.1	WUAT02014180.1	11.30742446	256705	256705
Potri.016G088800.2	WUAT02017749.1	10.38464267	256860	256860
Potri.016G097400.1	WUAT02017857.1	9.162942618	257162	257162
Potri.017G056800.1	WUAT02017195.1	8.402757218	258544	258544
Potri.017G070800.1	WUAT02002462.1	7.851470715	258646	258646
Potri.017G074400.1	WUAT02017241.1	10.2228033	258782	258782
Potri.017G084100.1	WUAT02005446.1	10.16580007	259135	259135
Potri.018G123200.1	WUAT02008226.1	9.556434719	259480	259480
Potri.018G131400.1	WUAT02006089.1	7.494883438	259680	259680
Potri.018G141100.2	WUAT02018396.1	10.0607804	259890	259890
Potri.018G040200.2	WUAT02010997.1	8.061788562	260712	260712
Potri.018G032900.1	WUAT02009379.1	9.150729641	260908	260908
Potri.018G032900.1	WUAT02012538.1	9.560270632	260908	260908
Potri.018G032900.1	WUAT02013396.1	2.195742519	260908	260908
Potri.018G032900.1	WUAT02019204.1	4.945589453	260908	260908
Potri.018G020600.1	WUAT02022312.1	8.790365259	261294	261294
Potri.018G013200.2	WUAT02001825.1	8.363500875	261541	261541
Potri.018G013200.2	WUAT02019794.1	8.253625754	261541	261541
Potri.018G079800.1	WUAT02002017.1	8.908688742	261837	261837
Potri.018G088000.1	WUAT02002782.1	11.45715687	262082	262082
Potri.018G095100.2	WUAT02006284.1	8.686189607	262309	262309
Potri.018G098500.1	WUAT02011310.1	9.496629148	262463	262463
Potri.018G098500.1	WUAT02011328.1	6.531870442	262463	262463
Potri.018G103300.1	WUAT02021147.1	9.97271528	262582	262582
Potri.015G033600.1	WUAT02015182.1	5.333242133	265842	265842
Potri.001G118800.1	WUAT02021999.1	7.356705878	267108	267108
Potri.004G145800.1	WUAT02018533.1	10.23551494	267742	267742
Potri.005G006800.1	WUAT02023212.1	7.582234149	268194	268194
Potri.005G024100.1	WUAT02010846.1	10.72930278	268666	268666
Potri.005G022700.1	WUAT02011467.1	9.144926753	268699	268699
Potri.005G017600.1	WUAT02007233.1	8.192892426	268780	268780
Potri.005G017600.1	WUAT02016563.1	2.804728063	268780	268780
Potri.005G017600.1	WUAT02022959.1	6.225961436	268780	268780
Potri.001G412700.1	WUAT02010483.1	8.456232795	268925	268925
Potri.001G412800.1	WUAT02019648.1	9.834074185	268930	268930
Potri.001G405500.1	WUAT02009829.1	10.38642341	269098	269098
Potri.004G137100.2	WUAT02005322.1	3.982031465	269210	269210
Potri.004G137100.2	WUAT02011108.1	7.962568629	269210	269210
Potri.004G137100.2	WUAT02012255.1	11.37474012	269210	269210
Potri.004G137100.2	WUAT02013707.1	-0.567561216	269210	269210
Potri.016G002700.2	WUAT02011404.1	9.558076968	269600	269600
Potri.016G000200.1	WUAT02006614.1	9.336256176	269653	269653
Potri.016G000200.1	WUAT02008304.1	8.136249731	269653	269653
Potri.011G166400.1	WUAT02009634.1	9.81677677	270075	270075
Potri.011G161500.1	WUAT02023065.1	8.851606413	270279	270279
Potri.018G068200.2	WUAT02008988.1	9.98331896	271079	271079
Potri.018G068200.2	WUAT02010812.1	1.609870354	271079	271079
Potri.018G068200.2	WUAT02021488.1	5.929172789	271079	271079
Potri.001G392700.1	WUAT02021965.1	9.666330528	271292	271292
Potri.006G277100.1	WUAT02004088.1	8.407926717	271584	271584
Potri.004G215400.1	WUAT02018104.1	9.897448421	274002	274002
Potri.004G218200.4	WUAT02003106.1	11.83564015	274070	274070
Potri.004G219300.2	WUAT02010061.1	8.551634277	274109	274109
Potri.001G387500.4	WUAT02013231.1	9.113012919	275875	275875
Potri.001G387500.4	WUAT02017988.1	9.498645823	275875	275875
Potri.017G155300.1	WUAT02023199.1	9.12918356	276505	276505
Potri.015G023500.2	WUAT02006942.1	9.935162421	277498	277498
Potri.004G054400.2	WUAT02018124.1	2.872113899	277936	277936
Potri.001G438900.1	WUAT02019099.1	9.115185216	278008	278008
Potri.005G150800.1	WUAT02003723.1	10.6371324	279914	279914
Potri.010G205700.1	WUAT02012504.1	9.965582008	280896	280896
Potri.010G205700.1	WUAT02012745.1	9.884477576	280896	280896
Potri.006G143300.1	WUAT02008266.1	9.776044559	281458	281458
Potri.006G142400.2	WUAT02018920.1	9.327896103	281489	281489
Potri.006G127500.1	WUAT02001765.1	9.289038263	282057	282057
Potri.006G123900.1	WUAT02018919.1	10.65689676	282159	282159
Potri.006G118800.1	WUAT02000038.1	4.925212009	282336	282336
Potri.006G117800.2	WUAT02016137.1	9.251391595	282386	282386
Potri.006G113600.1	WUAT02003429.1	9.098063069	282541	282541
Potri.014G027100.1	WUAT02014947.1	6.628546322	287051	287051
Potri.014G026100.1	WUAT02016485.1	9.649926475	287082	287082
Potri.014G024700.3	WUAT02017830.1	8.559646859	287123	287123
Potri.013G112500.6	WUAT02021751.1	8.212302859	287767	287767
Potri.013G099500.1	WUAT02021144.1	3.563504846	288174	288174
Potri.017G041800.5	WUAT02000023.1	8.482631707	292354	292354
Potri.017G041500.1	WUAT02003403.1	8.886939923	292365	292365
Potri.004G193700.1	WUAT02016466.1	6.679421175	293607	293607
Potri.004G199100.1	WUAT02018459.1	8.68200961	293726	293726
Potri.004G233400.2	WUAT02009502.1	4.052047486	297441	297441
Potri.017G057900.1	WUAT02002571.1	7.841027377	297914	297914
Potri.017G057900.1	WUAT02002700.1	8.606325605	297914	297914
Potri.001G200000.5	WUAT02019743.1	4.975661361	298916	298916
Potri.001G199600.5	WUAT02009141.1	9.777015457	298924	298924
Potri.001G199200.1	WUAT02003606.1	10.20609736	298944	298944
Potri.002G245700.2	WUAT02008245.1	9.514582731	408845	419546
Potri.002G247800.1	WUAT02002010.1	8.355668312	408865	419566
Potri.002G258900.1	WUAT02012430.1	8.67457227	409015	419716
Potri.002G238600.2	WUAT02002476.1	10.8852524	409044	419745
Potri.002G254700.1	WUAT02001275.1	10.52759393	409312	420013
Potri.002G165500.1	WUAT02004168.1	10.71144951	409585	420286
Potri.002G166800.1	WUAT02018340.1	9.447892603	409886	420587
Potri.002G122700.1	WUAT02010176.1	8.506699049	410139	420840
Potri.017G126300.1	WUAT02003619.1	9.844791165	411030	421731
Potri.002G106400.1	WUAT02000084.1	10.02626414	411084	421785
Potri.002G226000.3	WUAT02005927.1	9.760465072	411536	422237
Potri.002G064000.1	WUAT02017263.1	9.561993694	411711	422412
Potri.002G145200.1	WUAT02003313.1	9.344283607	411828	422529
Potri.002G145200.1	WUAT02006633.1	9.339705331	411828	422529
Potri.002G193700.1	WUAT02000550.1	10.44926666	412679	423380
Potri.002G117200.1	WUAT02006944.1	9.337137231	412805	423506
Potri.003G146000.1	WUAT02005122.1	11.01859816	413197	423898
Potri.003G125400.1	WUAT02015395.1	11.10461991	413486	424187
Potri.003G183000.1	WUAT02000248.1	8.023211466	413558	424259
Potri.003G169000.1	WUAT02016601.1	8.99852215	413695	424396
Potri.003G063100.1	WUAT02002812.1	8.677683255	413708	424409
Potri.003G142100.1	WUAT02001428.1	8.438707447	414037	424738
Potri.003G142100.1	WUAT02007179.1	11.01704154	414037	424738
Potri.003G108500.1	WUAT02004471.1	2.360317958	414059	424760
Potri.003G108500.1	WUAT02006022.1	9.32361191	414059	424760
Potri.003G018800.1	WUAT02000344.1	9.95713189	414107	424808
Potri.003G022600.1	WUAT02022041.1	8.219192319	414116	424817
Potri.003G111600.3	WUAT02010443.1	8.989130434	414255	424956
Potri.003G094800.1	WUAT02008178.1	6.394189275	414285	424986
Potri.003G015400.2	WUAT02015160.1	7.445751661	414658	425359
Potri.003G015400.2	WUAT02015575.1	6.547024881	414658	425359
Potri.003G043500.1	WUAT02008879.1	10.74323064	415199	425900
Potri.007G058500.1	WUAT02006644.1	7.866751289	415496	426197
Potri.007G058500.1	WUAT02012209.1	6.786748125	415496	426197
Potri.007G058500.1	WUAT02022550.1	8.161044685	415496	426197
Potri.006G246700.1	WUAT02001135.1	9.808126885	415653	426354
Potri.006G259600.3	WUAT02000054.1	7.546383759	415786	426487
Potri.006G259600.3	WUAT02005082.1	6.071690093	415786	426487
Potri.006G259600.3	WUAT02014832.1	7.38167465	415786	426487
Potri.006G225500.2	WUAT02011760.1	8.651719635	415993	426694
Potri.006G225500.2	WUAT02013672.1	10.67585425	415993	426694
Potri.006G195300.1	WUAT02023149.1	12.84299912	416253	426954
Potri.006G153900.1	WUAT02008011.1	10.43250119	416299	427000
Potri.006G152500.1	WUAT02004006.1	9.529981435	416604	427305
Potri.006G088000.2	WUAT02006550.1	7.374658402	416625	427326
Potri.006G100100.1	WUAT02003484.1	9.144432368	416768	427469
Potri.006G049700.1	WUAT02009450.1	8.363336725	416870	427571
Potri.006G003100.3	WUAT02023104.1	10.6654344	417268	427969
Potri.006G199400.1	WUAT02000389.1	8.398586378	417449	428150
Potri.006G199400.1	WUAT02008366.1	8.303134188	417449	428150
Potri.006G199400.1	WUAT02017916.1	10.46048976	417449	428150
Potri.006G204500.1	WUAT02018211.1	8.2079582	417859	428560
Potri.006G026100.2	WUAT02015680.1	7.554015117	417972	428673
Potri.006G033500.1	WUAT02014405.1	8.41519288	418161	428862
Potri.008G202100.1	WUAT02015073.1	10.84781409	418869	429570
Potri.008G201500.1	WUAT02004853.1	5.572402296	418899	429600
Potri.008G201500.1	WUAT02016496.1	1.669517252	418899	429600
Potri.008G183600.3	WUAT02011771.1	1.965277875	418941	429642
Potri.008G153000.2	WUAT02017290.1	12.38557115	419249	429950
Potri.008G094200.4	WUAT02003131.1	3.474153273	419285	429986
Potri.008G085000.1	WUAT02000662.1	6.861929838	419495	430196
Potri.008G037700.1	WUAT02004831.1	9.568934315	419638	430339
Potri.008G031200.4	WUAT02019229.1	9.170192857	420069	430770
Potri.008G177900.3	WUAT02007192.1	9.03538263	420355	431056
Potri.008G177900.3	WUAT02013014.1	0.708932878	420355	431056
Potri.008G135800.3	WUAT02019133.1	7.209156865	420372	431073
Potri.008G105200.5	WUAT02005860.1	10.65006659	420413	431114
Potri.008G179500.2	WUAT02017205.1	7.557824457	420503	431204
Potri.008G145600.1	WUAT02010459.1	9.178548566	420678	431379
Potri.008G118900.2	WUAT02013586.1	6.423832104	421146	431847
Potri.008G108100.1	WUAT02005946.1	9.724548304	421161	431862
Potri.012G060200.1	WUAT02020076.1	8.522810865	421552	432253
Potri.012G013900.2	WUAT02014477.1	9.174239249	421736	432437
Potri.012G073700.1	WUAT02017795.1	9.47391807	421912	432613
Potri.012G088100.1	WUAT02001267.1	6.803941966	422272	432973
Potri.012G088100.1	WUAT02005266.1	10.26990587	422272	432973
Potri.012G036300.1	WUAT02013314.1	8.054852366	422437	433138
Potri.012G036300.1	WUAT02017316.1	10.21806817	422437	433138
Potri.012G106500.1	WUAT02011373.1	6.296226234	422858	433559
Potri.012G106500.1	WUAT02015825.1	3.034216811	422858	433559
Potri.012G069700.2	WUAT02008454.1	9.813803139	422974	433675
Potri.012G069700.2	WUAT02013145.1	7.474901509	422974	433675
Potri.012G108000.1	WUAT02021224.1	2.157682578	423284	433985
Potri.012G075500.2	WUAT02012967.1	9.742243722	423384	434085
Potri.012G053600.1	WUAT02021480.1	8.115582501	423407	434108
Potri.001G126100.1	WUAT02004978.1	10.62355731	423764	434465
Potri.005G106000.1	WUAT02009952.1	7.606186319	424130	434831
Potri.005G124400.1	WUAT02020391.1	6.447701146	424262	434963
